D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\DLNR_031.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 16:34:15 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2831,41558.26,0.00,0.00,60.00,50.00,25.00,0.00,0.00,0.00
0.5331,41558.26,0.00,0.00,40.00,50.00,25.00,0.00,0.00,0.00
0.7831,41892.53,0.00,0.00,40.00,50.00,150.00,0.00,0.00,0.00
1.0331,38967.89,0.00,0.00,20.00,66.67,50.00,0.00,0.00,0.00
1.2831,40889.73,0.00,0.00,40.00,16.67,75.00,0.00,0.00,0.00
1.5331,43062.55,0.00,0.00,80.00,16.67,100.00,0.00,0.00,0.00
1.7831,41641.83,0.00,0.00,60.00,50.00,100.00,0.00,0.00,50.00
2.0331,38383.04,0.00,0.00,20.00,16.67,50.00,0.00,0.00,0.00
2.2831,43146.13,0.00,0.00,0.00,50.00,100.00,0.00,0.00,0.00
2.5331,40555.48,0.00,0.00,20.00,0.00,25.00,0.00,0.00,0.00
2.7831,45319.27,0.00,0.00,40.00,0.00,25.00,0.00,0.00,0.00
3.0331,42059.67,0.00,0.00,40.00,0.00,75.00,0.00,0.00,0.00
3.2832,40806.17,0.00,0.00,60.00,66.67,25.00,0.00,0.00,0.00
3.5332,39051.45,0.00,0.00,20.00,83.33,75.00,0.00,0.00,0.00
3.7832,40304.80,0.00,0.00,40.00,16.67,100.00,0.00,0.00,0.00
4.0332,39552.78,0.00,0.00,40.00,16.67,75.00,0.00,0.00,0.00
4.2832,45152.09,0.00,0.00,80.00,0.00,175.00,100.00,50.00,0.00
4.5332,40806.17,0.00,0.00,40.00,16.67,50.00,0.00,0.00,0.00
4.7832,40806.17,0.00,0.00,40.00,50.00,0.00,0.00,0.00,0.00
5.0332,41725.40,0.00,0.00,0.00,33.33,50.00,0.00,0.00,0.00
5.2832,38215.94,0.00,0.00,80.00,50.00,100.00,0.00,0.00,0.00
5.5332,42059.67,0.00,0.00,80.00,100.00,75.00,0.00,0.00,0.00
5.7832,40639.05,0.00,0.00,40.00,0.00,100.00,0.00,0.00,0.00
6.0333,40471.92,0.00,0.00,80.00,33.33,125.00,0.00,0.00,0.00
6.2833,41725.40,0.00,0.00,80.00,16.67,125.00,550.01,50.00,1500.09
6.5333,236711.06,7033684.08,200.00,520.01,200.00,525.01,4450.76,100.00,14357.95
6.7833,964339.19,30207109.32,800.02,1500.09,150.00,500.01,9103.19,100.00,21067.12
7.0333,1278060.30,43431463.15,800.02,2220.19,183.33,475.01,9703.62,150.00,25424.93
7.2833,1411007.13,58977338.46,400.01,2420.22,150.00,475.01,11004.66,100.00,22018.70
7.5333,1578498.67,54115768.55,600.01,2340.21,166.67,675.02,8903.05,100.00,21768.28
7.7833,1310270.28,54503001.95,0.00,2440.23,83.33,475.01,10454.20,100.00,26677.44
8.0333,1522155.50,71837632.53,200.00,2580.25,200.00,650.02,11304.91,250.00,28531.39
8.2833,1498844.07,64049236.29,0.00,2080.16,233.34,350.00,9603.55,0.00,25575.22
8.5333,1549631.54,79534017.43,200.00,2540.24,183.33,450.01,10754.45,300.00,24974.05
8.7834,1483559.44,64208491.08,0.00,2140.17,233.34,450.01,11505.09,400.01,28631.61
9.0334,1702356.87,66301692.32,0.00,2620.26,100.00,525.01,10003.85,250.00,26827.76
9.2834,1372264.18,64054645.37,0.00,1920.14,183.33,350.00,12305.82,100.00,27779.76
9.5334,1632940.98,69623894.15,0.00,2240.19,150.00,375.01,10504.24,100.00,23922.07
9.7834,1375443.80,54976780.68,0.00,2660.27,183.33,525.01,10804.49,150.00,26677.44
10.0334,1522155.50,74076537.39,0.00,2500.24,133.33,375.01,12155.68,150.00,23270.89
10.2834,1551713.85,66512589.62,0.00,2060.16,133.33,550.01,10204.00,150.00,20616.40
10.5334,1372557.95,54555099.96,0.00,2140.17,166.67,350.00,11154.78,50.00,25475.03
10.7834,1513281.95,63412444.88,0.00,2120.17,166.67,525.01,10504.24,450.01,24072.35
11.0334,1573254.03,71057984.39,200.00,2480.23,116.67,350.00,12205.73,150.00,25775.62
11.2835,1682406.50,56691403.05,0.00,2120.17,183.33,300.00,9203.26,200.00,19664.92
11.5335,1262912.99,62806456.77,0.00,2240.19,166.67,475.01,10153.96,100.00,22269.13
11.7835,1586266.27,59300061.43,0.00,2060.16,216.67,500.01,9753.66,150.00,23521.34
12.0335,1527598.87,58710813.01,200.00,2100.17,150.00,475.01,11054.70,300.00,22920.26
12.2835,1557243.62,65104007.47,0.00,2440.23,150.00,425.01,12706.21,200.00,25775.62
12.5335,1591113.46,63439774.98,0.00,2040.16,116.67,400.01,8552.81,200.00,21017.04
12.7835,1373551.58,53693176.82,0.00,2260.19,166.67,375.01,10204.00,200.00,22168.95
13.0335,1559360.48,56138367.02,0.00,2280.20,233.34,650.02,10153.96,300.00,21267.45
13.2835,1503630.77,48956528.26,0.00,2320.20,166.67,500.01,9753.66,50.00,21718.19
13.5335,1427345.87,67230175.65,200.00,2740.28,116.67,325.00,12355.87,100.00,26877.86
13.7835,1749575.92,68717616.53,200.00,2980.34,200.00,450.01,10204.00,50.00,23871.98
14.0335,1556422.79,57904574.96,200.00,2180.18,183.33,300.00,10153.96,100.00,21668.11
14.2835,1515519.78,52994949.62,200.00,2240.19,200.00,400.01,9753.66,300.00,23371.07
14.5336,1422576.45,60482999.41,0.00,1940.14,183.33,425.01,9003.12,150.00,21267.45
14.7836,1427872.93,49402350.58,0.00,1920.14,150.00,375.01,8602.85,200.00,19464.61
15.0336,1294890.61,56890058.74,0.00,1940.14,200.00,400.01,8502.78,100.00,17962.45
15.2836,1377422.42,54718852.83,0.00,2340.21,116.67,525.01,9803.70,100.00,19965.38
15.5336,1296497.70,48377243.94,200.00,1820.13,133.33,425.01,8552.81,200.00,20416.08
15.7836,1323619.49,51787528.42,0.00,2380.21,116.67,275.00,8452.75,200.00,19865.22
16.0336,1253425.98,49623610.54,0.00,1840.13,116.67,350.00,8502.78,200.00,18312.94
16.2836,1383081.79,57930709.37,200.00,1880.13,216.67,525.01,7902.40,100.00,18262.87
16.5336,1296826.03,49713515.19,0.00,2280.20,100.00,450.01,7402.11,200.00,17812.24
16.7836,1356815.39,51883582.35,0.00,1920.14,216.67,450.01,9453.44,200.00,17061.23
17.0336,1245960.79,56580488.38,0.00,2080.16,183.33,450.01,8802.98,150.00,20916.88
17.2837,1411923.00,45234566.73,200.00,2340.21,116.67,450.01,7652.25,50.00,19414.54
17.5337,1248250.46,48076100.37,0.00,1640.10,100.00,325.00,7352.08,150.00,20366.00
17.7837,1327084.24,57572571.14,200.00,2060.16,200.00,450.01,7802.34,100.00,17611.97
18.0337,1200538.91,44142615.22,0.00,1760.12,150.00,375.01,8502.78,100.00,17511.83
18.2837,1308291.66,41365592.02,0.00,1720.11,183.33,375.01,8402.72,400.01,16860.97
18.5337,1324405.75,53267225.77,0.00,2000.15,83.33,500.01,8002.46,50.00,18663.44
18.7837,1167144.29,46101614.26,0.00,1840.13,266.67,350.00,6451.60,100.00,17261.49
19.0337,1343915.47,47063007.59,0.00,1740.11,200.00,300.00,7702.28,50.00,18613.36
19.2837,1177771.82,50713056.79,600.01,2200.18,200.00,375.01,6351.55,100.00,15859.70
19.5337,1195138.75,43677035.52,200.00,1740.11,166.67,250.00,6251.50,50.00,15158.87
19.7837,1205446.58,42552629.51,200.00,1760.12,266.67,600.01,7051.91,50.00,16560.58
20.0338,1219184.61,43779637.28,400.01,1880.13,133.33,425.01,7151.97,50.00,17511.83
20.2838,1292410.85,53750399.23,200.00,1940.14,216.67,475.01,8152.56,50.00,16860.97
20.5338,1327611.29,56678819.82,0.00,1960.15,250.00,700.02,6651.70,50.00,18413.08
20.7838,1240811.19,47876476.73,0.00,1700.11,66.67,300.00,5951.36,100.00,15559.34
21.0338,1034144.69,40766379.50,200.00,1480.08,333.34,275.00,5651.23,150.00,14858.52
21.2838,1101067.71,38792576.65,0.00,1660.10,66.67,450.01,6751.75,0.00,16360.33
21.5338,1140143.46,38687925.13,0.00,1940.14,183.33,350.00,5551.19,50.00,18312.94
21.7838,1118784.73,41584346.72,200.00,2120.17,200.00,325.00,6501.63,100.00,18262.87
22.0338,1242884.85,45417507.61,200.00,2000.15,183.33,275.00,6451.60,250.00,19013.95
22.2838,1181538.97,48903917.81,200.00,2180.18,250.00,400.01,6451.60,100.00,21067.12
22.5338,1192676.27,41986326.99,0.00,2220.19,133.33,275.00,5851.32,200.00,19614.84
22.7839,1166643.15,39822124.42,200.00,1620.10,183.33,500.01,6301.53,100.00,20866.79
23.0339,1178108.79,43669235.05,0.00,1920.14,166.67,400.01,5301.08,100.00,21567.94
23.2839,1051502.98,38609408.02,0.00,2120.17,283.34,475.01,5251.06,100.00,20165.69
23.5339,1102143.57,38644994.09,200.00,1960.15,216.67,400.01,5601.21,150.00,17762.17
23.7839,1091118.60,45619579.56,0.00,2100.17,133.33,450.01,4650.83,150.00,22669.82
24.0339,1277281.75,48177392.56,0.00,2640.26,283.34,475.01,5451.14,200.00,20566.31
24.2839,1116071.68,41978811.21,0.00,2440.23,200.00,300.00,4600.81,200.00,22068.79
24.5339,1190948.22,40395031.72,0.00,2440.23,200.00,175.00,5351.10,150.00,21768.28
24.7839,1130086.19,43333758.03,0.00,1960.15,266.67,300.00,5000.96,150.00,19464.61
25.0339,1043147.84,39259238.17,0.00,1960.15,200.00,400.01,3800.56,150.00,18062.59
25.2839,1135080.27,34102958.64,400.01,2000.15,233.34,250.00,4000.62,200.00,20916.88
25.5340,1113419.12,39906676.93,0.00,1680.11,133.33,300.00,3850.57,400.01,20065.53
25.7840,1117108.51,37258674.59,0.00,2020.15,150.00,225.00,4150.66,100.00,17011.16
26.0340,1058199.19,41887710.87,200.00,2020.15,100.00,200.00,3800.56,150.00,21367.61
26.2840,1141906.07,37315840.06,0.00,1780.12,116.67,175.00,3850.57,150.00,20466.16
26.5340,1051477.06,37550480.38,400.01,1820.13,83.33,350.00,3700.53,150.00,18413.08
26.7840,1117730.61,36861818.71,400.01,1760.12,100.00,300.00,4400.74,0.00,23421.16
27.0340,1167688.63,44487259.21,0.00,2040.16,83.33,275.00,4500.78,450.01,22018.70
27.2840,1105444.16,43619756.18,200.00,2240.19,183.33,275.00,4350.73,150.00,23120.62
27.5340,1059745.79,40106129.75,0.00,2320.20,333.34,325.00,4600.81,200.00,22319.21
