D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\91500#17.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 17:55:45 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2830,37798.20,0.00,0.00,40.00,16.67,75.00,50.00,0.00,0.00
0.5330,37798.20,0.00,0.00,0.00,50.00,100.00,50.00,0.00,0.00
0.7830,34874.37,4000.56,0.00,60.00,16.67,75.00,0.00,0.00,0.00
1.0330,39469.22,0.00,0.00,20.00,50.00,75.00,50.00,0.00,0.00
1.2830,35459.09,0.00,0.00,60.00,0.00,25.00,0.00,0.00,0.00
1.5330,38215.94,0.00,0.00,40.00,83.33,25.00,0.00,0.00,0.00
1.7831,33621.48,0.00,0.00,20.00,16.67,50.00,50.00,0.00,0.00
2.0331,37296.93,0.00,0.00,60.00,16.67,25.00,0.00,0.00,0.00
2.2831,39803.45,0.00,0.00,20.00,50.00,75.00,0.00,0.00,0.00
2.5331,37631.11,0.00,0.00,20.00,0.00,25.00,0.00,0.00,0.00
2.7831,38717.24,0.00,0.00,60.00,33.33,100.00,0.00,0.00,0.00
3.0331,34039.10,0.00,0.00,60.00,33.33,75.00,0.00,0.00,50.00
3.2831,34874.37,0.00,0.00,40.00,16.67,100.00,0.00,0.00,0.00
3.5331,39218.55,0.00,0.00,20.00,33.33,25.00,0.00,0.00,0.00
3.7831,35960.30,0.00,0.00,20.00,16.67,25.00,0.00,0.00,0.00
4.0331,37714.65,0.00,0.00,20.00,0.00,100.00,0.00,0.00,0.00
4.2831,35208.49,0.00,0.00,40.00,33.33,50.00,0.00,0.00,0.00
4.5332,37213.39,0.00,0.00,20.00,0.00,125.00,0.00,0.00,0.00
4.7832,38383.04,0.00,0.00,20.00,0.00,50.00,0.00,0.00,0.00
5.0332,37631.11,0.00,0.00,0.00,16.67,50.00,0.00,0.00,0.00
5.2832,35626.15,0.00,0.00,0.00,16.67,50.00,0.00,0.00,0.00
5.5332,34289.67,0.00,0.00,0.00,50.00,150.00,0.00,0.00,0.00
5.7832,37547.56,0.00,0.00,60.00,0.00,100.00,50.00,0.00,0.00
6.0332,37881.74,0.00,0.00,40.00,16.67,125.00,0.00,0.00,0.00
6.2832,35292.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.5332,37380.48,0.00,0.00,0.00,133.33,550.01,1650.10,0.00,10103.94
6.7832,345485.47,7801035.64,0.00,4620.81,866.70,1775.12,9153.22,100.00,33092.22
7.0332,915460.61,33076713.25,0.00,6421.56,1100.05,1325.07,15359.07,600.01,49394.00
7.2833,1221034.91,49601290.95,0.00,8162.52,783.36,1275.06,14608.20,450.01,53610.72
7.5333,1171153.37,45231093.53,0.00,8983.05,800.02,1300.06,19264.26,650.02,58180.38
7.7833,1324466.24,57377103.96,0.00,11104.67,833.36,1125.05,18513.17,300.00,60289.99
8.0333,1579915.67,55516493.29,0.00,10464.14,566.68,1150.05,17962.40,600.01,60038.83
8.2833,1339966.87,60942600.65,0.00,9183.19,816.69,825.03,16810.86,400.01,65565.53
8.5333,1346792.68,44819832.41,0.00,9863.68,750.02,1425.08,22118.80,450.01,58381.28
8.7833,1426352.24,57305533.25,0.00,10263.99,983.37,1125.05,19164.12,100.00,65766.55
9.0333,1475826.40,58093665.11,0.00,10684.32,833.36,1125.05,20516.18,500.01,69184.28
9.2833,1402842.08,72333901.66,0.00,12345.77,683.35,1075.04,19865.17,400.01,59285.37
9.5333,1369482.02,53214956.95,0.00,9863.68,666.68,1300.06,17161.32,400.01,66922.44
9.7833,1525499.28,54425338.91,400.01,10924.52,816.69,1200.05,19013.90,500.01,52405.80
10.0334,1315653.17,49850393.46,0.00,10664.30,766.69,1200.05,19414.49,500.01,59184.91
10.2834,1280513.21,55835686.12,0.00,10864.47,900.03,950.03,18413.03,650.02,55619.17
10.5334,1400682.01,49453139.02,0.00,10284.00,833.36,1050.04,20516.18,650.02,62349.71
10.7834,1355562.55,50065447.21,0.00,10564.22,933.37,1100.05,18362.96,200.00,59134.68
11.0334,1308429.90,46343144.05,0.00,10564.22,966.70,1150.05,18563.24,600.01,63857.03
11.2834,1478599.92,53070676.78,0.00,10984.57,866.70,1375.07,19714.94,400.01,58180.38
11.5334,1443434.05,53899689.92,0.00,10444.13,1116.71,1225.06,20816.65,600.01,56121.32
11.7834,1350317.91,60171891.73,0.00,11244.79,783.36,1425.08,20265.79,100.00,58079.93
12.0334,1324181.11,53071246.16,0.00,10063.83,900.03,825.03,17261.45,400.01,53510.30
12.2834,1325442.59,55809608.65,0.00,9883.70,733.35,1050.04,15409.13,350.00,45429.53
