D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\GLASS#2.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 15:54:59 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2831,50335.44,0.00,200.00,20.00,0.00,100.00,0.00,0.00,0.00
0.5331,50586.29,0.00,0.00,40.00,50.00,125.00,0.00,0.00,0.00
0.7832,51171.64,0.00,0.00,20.00,83.33,50.00,0.00,0.00,0.00
1.0332,46405.97,0.00,0.00,0.00,33.33,75.00,0.00,0.00,0.00
1.2832,49164.85,0.00,0.00,40.00,33.33,75.00,0.00,0.00,0.00
1.5332,50000.98,0.00,0.00,40.00,16.67,125.00,0.00,50.00,0.00
1.7832,48245.17,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00
2.0332,47241.94,0.00,0.00,40.00,66.67,100.00,0.00,0.00,50.00
2.2832,50000.98,0.00,0.00,80.00,50.00,50.00,0.00,0.00,0.00
2.5332,46405.97,0.00,0.00,40.00,66.67,25.00,0.00,0.00,0.00
2.7832,44984.92,0.00,0.00,60.00,50.00,75.00,0.00,0.00,0.00
3.0332,47994.35,0.00,0.00,100.00,16.67,50.00,0.00,0.00,0.00
3.2832,47827.14,0.00,0.00,20.00,66.67,50.00,0.00,0.00,0.00
3.5333,47241.94,0.00,0.00,60.00,83.33,50.00,0.00,0.00,0.00
3.7833,46991.14,0.00,0.00,60.00,16.67,75.00,0.00,0.00,0.00
4.0333,45737.22,0.00,0.00,0.00,33.33,150.00,0.00,0.00,0.00
4.2833,48412.37,0.00,0.00,60.00,50.00,100.00,0.00,0.00,0.00
4.5333,46489.56,0.00,0.00,60.00,33.33,75.00,0.00,0.00,0.00
4.7833,46823.94,0.00,0.00,20.00,50.00,25.00,0.00,0.00,0.00
5.0333,50920.77,0.00,0.00,80.00,50.00,150.00,0.00,0.00,50.00
5.2833,46907.54,0.00,0.00,20.00,0.00,50.00,0.00,0.00,0.00
5.5333,47492.74,500.01,0.00,40.00,66.67,75.00,0.00,0.00,0.00
5.7833,48077.96,0.00,0.00,0.00,66.67,50.00,50.00,0.00,0.00
6.0333,46238.77,0.00,0.00,0.00,33.33,75.00,0.00,0.00,0.00
6.2834,48997.63,0.00,0.00,60.00,16.67,75.00,0.00,0.00,0.00
6.5334,71505.64,0.00,400.01,3340.42,7502.13,18913.55,2950.33,0.00,4850.91
6.7834,859853.43,1500.08,6601.58,15449.03,12906.31,27553.75,12556.06,0.00,11204.84
7.0334,1532790.20,1000.04,14207.33,11244.79,9136.49,21467.46,13857.38,50.00,15258.98
7.2834,1831623.88,4500.71,21016.03,8462.71,7435.43,19489.39,15609.37,50.00,17662.03
7.5334,2069905.11,1000.04,22818.89,7662.22,5817.95,14057.49,18963.82,0.00,18863.73
7.7834,2172067.60,1500.08,27427.29,6581.64,5984.69,14357.81,20466.10,50.00,23621.52
8.0334,2490141.68,3000.32,26425.34,5541.16,4617.47,10178.93,18963.82,100.00,21217.36
8.2834,2190194.88,3000.32,25623.83,5681.22,4667.49,11179.74,19013.90,0.00,17211.43
8.5334,2273322.87,5000.88,24221.29,5381.10,4717.51,11004.59,16710.73,50.00,18563.29
8.7835,2482650.57,2000.14,26826.11,5141.00,4950.93,12280.71,19264.26,100.00,20065.53
9.0335,2125487.93,4000.56,27828.10,4900.91,4600.80,9853.68,16009.85,100.00,16009.89
9.2835,2078338.01,3000.32,18011.78,4340.71,4133.98,9528.44,16160.04,50.00,15659.46
9.5335,2082036.04,2000.14,25423.45,4340.71,4750.86,9353.32,16610.61,0.00,17561.90
9.7835,2080048.78,2500.22,24622.00,4180.66,4317.37,9678.55,16460.42,100.00,15809.64
10.0335,2159953.95,3500.43,25022.72,4920.92,4350.72,9203.21,13707.22,150.00,17461.76
10.2835,1785804.55,4000.56,21416.64,4540.78,3967.26,8802.94,15108.78,50.00,16009.89
10.5335,1951585.32,2000.14,22418.24,4780.87,4184.00,8777.92,16860.93,50.00,15559.34
10.7835,1966049.12,4000.56,26024.57,4340.71,3967.26,8227.57,15409.13,50.00,14708.35
