D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\91500#6.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 16:25:56 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2862,40973.30,0.00,0.00,0.00,16.67,100.00,0.00,0.00,0.00
0.5362,42895.40,0.00,0.00,40.00,33.33,25.00,0.00,0.00,0.00
0.7862,46155.18,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
1.0362,41391.13,0.00,0.00,0.00,33.33,50.00,0.00,0.00,0.00
1.2862,39719.89,0.00,0.00,120.00,0.00,75.00,0.00,0.00,0.00
1.5362,44149.08,0.00,0.00,20.00,66.67,25.00,0.00,0.00,0.00
1.7862,42561.10,0.00,0.00,60.00,33.33,75.00,50.00,0.00,0.00
2.0362,40722.61,0.00,0.00,80.00,66.67,50.00,0.00,0.00,0.00
2.2863,44817.75,0.00,0.00,20.00,0.00,50.00,0.00,0.00,0.00
2.5363,46405.97,0.00,0.00,0.00,50.00,75.00,0.00,0.00,0.00
2.7863,41641.83,0.00,0.00,20.00,16.67,0.00,0.00,0.00,0.00
3.0363,41056.86,0.00,0.00,80.00,50.00,75.00,0.00,0.00,0.00
3.2863,42310.38,0.00,0.00,20.00,33.33,125.00,0.00,0.00,0.00
3.5363,40806.17,0.00,0.00,20.00,33.33,150.00,0.00,0.00,0.00
3.7863,40137.68,0.00,0.00,40.00,16.67,25.00,0.00,0.00,0.00
4.0363,44149.08,0.00,0.00,80.00,0.00,50.00,0.00,0.00,0.00
4.2863,43146.13,0.00,0.00,60.00,50.00,25.00,0.00,0.00,0.00
4.5363,41307.56,0.00,0.00,80.00,33.33,75.00,0.00,0.00,0.00
4.7863,41725.40,0.00,0.00,20.00,16.67,0.00,0.00,0.00,0.00
5.0364,45820.81,0.00,0.00,20.00,50.00,75.00,0.00,0.00,0.00
5.2864,42644.68,0.00,0.00,60.00,66.67,50.00,0.00,0.00,0.00
5.5364,44901.33,0.00,0.00,40.00,66.67,50.00,0.00,0.00,0.00
5.7864,42143.24,0.00,0.00,60.00,83.33,100.00,0.00,0.00,0.00
6.0364,39552.78,0.00,0.00,0.00,16.67,75.00,0.00,0.00,0.00
6.2864,43480.44,0.00,0.00,40.00,0.00,75.00,0.00,0.00,0.00
6.5364,43396.86,0.00,0.00,20.00,16.67,475.01,1750.12,0.00,7602.23
6.7864,398886.60,5553966.31,600.01,4760.86,900.03,1850.13,12055.59,300.00,36300.80
7.0364,963983.81,36352795.53,0.00,8422.69,716.69,1400.07,15909.73,300.00,60189.53
7.2864,1200358.72,44487145.34,0.00,9083.12,883.36,1675.11,15208.89,350.00,66520.38
7.5364,1341055.54,46517544.28,200.00,8862.97,950.03,1150.05,16460.42,500.01,57175.92
7.7864,1132980.68,43587643.31,0.00,9583.48,766.69,1300.06,15058.72,400.01,61294.69
8.0365,1201351.10,49045237.22,200.00,9903.71,1066.71,1300.06,21367.55,600.01,66821.92
8.2865,1563568.29,55688046.63,0.00,11124.68,700.02,1350.07,14708.32,600.01,52606.62
8.5365,1507631.22,43907804.08,0.00,10804.42,833.36,925.03,18112.61,750.02,64962.50
8.7865,1352115.08,56572232.41,400.01,10664.30,900.03,1300.06,20065.48,350.00,61093.74
9.0365,1421746.98,70570768.36,0.00,11785.26,766.69,1175.05,20015.40,500.01,72904.60
9.2865,1497988.68,66357434.34,0.00,12626.03,866.70,1675.11,21167.22,350.00,68932.95
9.5365,1651396.59,51712142.88,0.00,10223.96,900.03,1050.04,18963.82,550.01,60340.22
9.7865,1287071.17,62096842.02,0.00,11605.10,766.69,1250.06,20416.02,400.01,63254.08
10.0365,1442881.07,54048354.29,0.00,9643.52,866.70,850.03,16009.85,550.01,59084.45
10.2865,1334713.59,52021485.49,0.00,10203.94,666.68,1200.05,19414.49,750.02,61998.02
10.5365,1507095.52,52185181.43,0.00,10203.94,866.70,1200.05,20716.49,250.00,62801.89
10.7866,1374044.08,60942429.84,0.00,11024.60,666.68,1275.06,20966.90,350.00,74513.72
11.0366,1318124.28,48391250.62,0.00,10604.26,883.36,1300.06,21617.96,900.03,68380.03
11.2866,1362949.98,54731265.25,0.00,11805.27,766.69,800.02,19815.09,550.01,64058.01
11.5366,1345271.99,53186715.84,0.00,9543.45,866.70,1225.06,18713.46,700.02,76475.10
11.7866,1462148.86,60225868.69,0.00,12626.03,1000.04,1725.11,20466.10,350.00,65816.80
12.0366,1278672.83,60552520.36,0.00,10424.11,850.03,1175.05,20065.48,450.01,67927.66
12.2866,1420079.41,58224621.86,0.00,11164.72,783.36,1175.05,20265.79,450.01,67776.87
12.5366,1735034.35,60137786.04,0.00,11585.08,1033.37,1225.06,22269.06,550.01,65113.26
12.7866,1455539.06,51406728.98,0.00,11344.87,733.35,1525.09,18563.24,400.01,59385.83
13.0366,1356288.33,55891655.90,0.00,12686.09,883.36,1300.06,19965.32,400.01,66821.92
13.2866,1323394.84,55455228.31,0.00,10284.00,733.35,1125.05,18513.17,350.00,59285.37
13.5367,1205066.41,52120614.06,0.00,9623.51,733.35,1350.07,18663.39,550.01,62198.99
13.7867,1529681.17,53797999.16,0.00,10043.82,733.35,1400.07,21267.38,500.01,65264.01
14.0367,1361792.18,66021274.07,0.00,11264.80,900.03,1350.07,20215.71,250.00,71647.62
14.2867,1359865.40,53149193.89,0.00,10364.06,883.36,1325.07,19314.34,350.00,67827.13
14.5367,1478936.90,72766856.05,0.00,10504.18,816.69,1100.05,17611.92,550.01,55769.81
14.7867,1307695.48,55782335.48,0.00,9823.65,916.70,950.03,18813.60,450.01,59436.06
15.0367,1357584.37,53248322.45,0.00,9663.54,900.03,1300.06,20315.86,750.02,66017.82
15.2867,1566108.53,60826276.90,0.00,12225.66,816.69,900.03,18913.75,200.00,54765.53
15.5367,1143478.60,60189143.86,0.00,10944.53,883.36,1075.04,18713.46,400.01,55769.81
15.7867,1402513.75,49278226.36,0.00,10444.13,916.70,1150.05,18212.75,550.01,54414.06
16.0367,1327680.41,44959215.94,0.00,8903.00,750.02,1050.04,21167.22,800.02,62751.64
16.2868,1309086.56,48711923.84,0.00,11224.77,1116.71,1225.06,18713.46,550.01,47286.16
16.5368,1261582.39,40764386.68,0.00,9343.30,783.36,1175.05,17361.59,650.02,58130.15
16.7868,1454225.74,50243662.26,0.00,10664.30,683.35,1175.05,19414.49,450.01,49293.62
17.0368,1204064.14,55244843.45,0.00,10023.80,883.36,1000.04,18012.47,400.01,61847.31
17.2868,1327023.75,55838533.01,0.00,9643.52,800.02,1100.05,19564.71,500.01,53108.65
17.5368,1212142.79,51647632.45,0.00,9503.42,750.02,850.03,17011.12,500.01,54263.43
17.7868,1269367.27,47512018.42,0.00,9223.22,600.01,1450.08,19765.01,400.01,51100.60
18.0368,1295962.00,43787779.38,0.00,8542.76,483.34,1000.04,15158.83,450.01,50849.62
18.2868,1228559.29,50156319.81,0.00,9303.28,466.67,1325.07,19013.90,250.00,56824.38
18.5368,1412925.27,55570128.62,0.00,10944.53,1050.04,1150.05,17862.26,650.02,53761.34
18.7868,1275622.82,45907570.53,0.00,9323.29,633.35,1100.05,16810.86,500.01,49394.00
19.0369,1211736.70,57174405.69,0.00,10384.08,733.35,1500.09,16860.93,500.01,58481.73
19.2869,1192468.91,42726232.61,0.00,9103.14,716.69,950.03,17111.25,300.00,50347.66
19.5369,1226356.03,42554280.71,0.00,9003.07,600.01,1400.07,19664.86,500.01,58732.86
19.7869,1225319.19,56057686.28,0.00,9803.64,600.01,1375.07,15709.49,200.00,50096.69
20.0369,1178523.52,40197173.15,0.00,9523.43,900.03,1175.05,16910.99,600.01,53861.76
20.2869,1211192.36,49106331.39,0.00,10163.91,1000.04,1150.05,19013.90,300.00,52405.80
20.5369,1303600.00,48284947.91,0.00,9623.51,833.36,1150.05,17211.39,600.01,52807.43
20.7869,1265185.38,55169856.48,0.00,10304.02,816.69,975.04,14958.60,250.00,45529.88
21.0369,1220904.02,41489943.99,0.00,8422.69,866.70,1050.04,13456.96,500.01,50096.69
21.2869,1088699.32,39703921.72,0.00,8842.96,566.68,1200.05,17511.79,450.01,48892.10
21.5369,1299685.96,47386698.50,0.00,9703.56,683.35,1225.06,18963.82,200.00,54012.38
21.7870,1240742.07,47149439.04,0.00,9523.43,666.68,775.02,14608.20,350.00,44977.96
22.0370,1133879.27,39164095.24,0.00,7442.10,516.68,875.03,15008.66,400.01,45780.76
22.2870,1168042.88,43690472.82,0.00,9203.21,700.02,1275.06,15309.01,550.01,50648.84
22.5370,1087558.81,44322936.97,0.00,8102.49,583.35,950.03,15309.01,350.00,46985.06
22.7870,1132315.38,46853932.30,0.00,9823.65,716.69,1100.05,17161.32,150.00,49594.77
23.0370,1124841.55,44091200.46,0.00,8462.71,633.35,1350.07,16810.86,300.00,50799.42
23.2870,1225180.95,44386365.58,0.00,10404.10,583.35,1375.07,14908.54,450.01,46182.19
23.5370,1098825.71,50291034.44,0.00,7762.28,616.68,925.03,17061.19,400.01,49092.86
23.7870,1275424.09,49526076.23,0.00,9323.29,666.68,1275.06,15609.37,150.00,48239.66
24.0370,1178126.07,41200871.21,0.00,9323.29,600.01,1025.04,15258.95,350.00,46382.90
24.2871,1209628.47,36889433.50,0.00,8682.85,550.01,1150.05,14658.26,400.01,46985.06
24.5371,1127027.54,41317479.65,0.00,8903.00,716.69,1000.04,14958.60,400.01,46683.98
24.7871,1224748.94,43000729.33,0.00,9063.11,550.01,1050.04,15709.49,350.00,46784.34
25.0371,1145526.35,41849164.04,0.00,9123.15,500.01,975.04,17411.65,250.00,47336.34
25.2871,1301621.37,47372407.14,0.00,7942.39,583.35,875.03,12606.11,450.01,41817.40
25.5371,1112961.19,40590441.96,0.00,8502.74,650.02,775.02,12556.06,450.01,44676.92
25.7871,1267034.39,40997318.87,0.00,8963.04,566.68,850.03,16610.61,650.02,44024.69
26.0371,1201195.57,50986300.89,0.00,8242.57,566.68,1075.04,14758.37,350.00,46583.62
26.2871,1176890.51,45512138.09,0.00,8442.70,733.35,1000.04,15459.19,150.00,43121.66
26.5371,1195017.78,41787955.99,0.00,7722.26,583.35,925.03,12956.45,350.00,43221.99
26.7871,1126465.92,51764183.96,0.00,8102.49,483.34,875.03,14107.65,500.01,36601.64
27.0371,1018151.56,35584705.75,0.00,7081.90,716.69,775.02,15208.89,350.00,44626.75
27.2872,1236492.43,45799844.37,0.00,8822.95,616.68,1075.04,14458.04,150.00,48139.29
27.5372,1221284.19,49060268.78,0.00,9863.68,633.35,1225.06,15108.78,300.00,39610.48
27.7872,1082366.01,40918972.58,0.00,6801.75,766.69,975.04,13857.38,350.00,38406.86
28.0372,1042966.40,37326715.16,0.00,7842.33,550.01,1075.04,12055.59,250.00,41767.23
28.2872,1116918.43,38900131.99,0.00,9283.26,533.34,1050.04,13907.44,450.01,41014.83
28.5372,1040607.61,39558275.05,0.00,9083.12,450.01,925.03,11905.45,100.00,40162.17
28.7872,1099560.14,37603375.52,0.00,9243.23,616.68,675.02,12756.26,400.01,39259.41
29.0372,951457.35,33838710.70,0.00,7522.14,666.68,700.02,12706.21,250.00,39911.40
29.2872,1125650.88,33251796.73,0.00,7802.30,650.02,1125.05,15359.07,500.01,40312.64
29.5372,1090893.95,35519056.56,0.00,8422.69,450.01,750.02,12455.96,300.00,40262.48
29.7872,1042499.82,39956212.74,0.00,8002.42,616.68,600.01,12856.35,450.01,38406.86
30.0373,973455.47,31223105.92,0.00,7882.35,516.68,900.03,12606.11,250.00,36100.24


          Printed:2024-03-05 16:26:35
