D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\91500#8.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 16:47:53 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2830,39135.00,0.00,0.00,20.00,83.33,50.00,0.00,0.00,0.00
0.5330,39218.55,19513.40,0.00,60.00,0.00,50.00,0.00,0.00,0.00
0.7830,46155.18,0.00,0.00,0.00,16.67,100.00,0.00,0.00,0.00
1.0330,38132.39,0.00,0.00,0.00,16.67,75.00,0.00,0.00,0.00
1.2830,39302.11,0.00,0.00,20.00,50.00,25.00,0.00,0.00,0.00
1.5330,41808.96,0.00,0.00,40.00,16.67,125.00,0.00,0.00,0.00
1.7830,41641.83,0.00,0.00,60.00,50.00,50.00,0.00,0.00,0.00
2.0330,41307.56,0.00,0.00,80.00,16.67,50.00,0.00,0.00,0.00
2.2830,41725.40,0.00,0.00,20.00,16.67,125.00,0.00,0.00,0.00
2.5330,42226.81,0.00,0.00,40.00,50.00,100.00,0.00,0.00,0.00
2.7830,42226.81,0.00,0.00,40.00,16.67,50.00,0.00,0.00,0.00
3.0331,39051.45,0.00,0.00,0.00,83.33,25.00,0.00,0.00,0.00
3.2831,40639.05,0.00,0.00,0.00,16.67,50.00,0.00,0.00,0.00
3.5331,41808.96,0.00,0.00,0.00,16.67,100.00,0.00,0.00,0.00
3.7831,44232.66,0.00,0.00,60.00,16.67,75.00,0.00,0.00,0.00
4.0331,44734.16,0.00,0.00,0.00,33.33,100.00,0.00,0.00,0.00
4.2831,45402.86,0.00,0.00,20.00,16.67,75.00,0.00,50.00,0.00
4.5331,41474.69,0.00,0.00,40.00,33.33,25.00,0.00,0.00,0.00
4.7831,42811.82,0.00,0.00,60.00,0.00,50.00,0.00,0.00,0.00
5.0331,38550.14,0.00,0.00,40.00,66.67,50.00,0.00,0.00,0.00
5.2831,41474.69,0.00,0.00,40.00,66.67,50.00,0.00,0.00,0.00
5.5331,43981.91,0.00,0.00,60.00,33.33,125.00,0.00,0.00,0.00
5.7832,39803.45,0.00,0.00,20.00,16.67,50.00,100.00,0.00,0.00
6.0332,42895.40,0.00,0.00,0.00,16.67,75.00,0.00,0.00,0.00
6.2832,39636.33,0.00,0.00,20.00,33.33,0.00,0.00,0.00,0.00
6.5332,43396.86,0.00,0.00,20.00,16.67,300.00,1250.06,50.00,10454.22
6.7832,333549.64,12233666.02,200.00,4560.79,583.35,1450.08,11254.87,100.00,41717.07
7.0332,898465.17,33079503.20,200.00,7622.20,766.69,1475.08,18463.10,500.01,59737.44
7.2832,1344219.81,68904543.05,0.00,10344.05,933.37,1325.07,15208.89,250.00,51000.21
7.5332,1322617.22,44864471.58,0.00,10163.91,850.03,1375.07,22619.66,400.01,73759.42
7.7832,1709070.36,57911293.61,0.00,11705.19,900.03,1625.10,19714.94,300.00,70642.11
8.0332,1366846.74,45816754.87,0.00,10844.45,616.68,1175.05,20015.40,550.01,65364.52
8.2832,1460429.45,84193002.94,0.00,11725.20,866.70,1500.09,22469.40,650.02,76223.63
