D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\GLASS#6.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 18:53:40 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2830,37965.29,0.00,0.00,20.00,50.00,50.00,0.00,0.00,0.00
0.5330,35542.62,0.00,0.00,80.00,16.67,0.00,0.00,0.00,0.00
0.7830,33621.48,0.00,0.00,40.00,50.00,50.00,0.00,0.00,0.00
1.0330,34540.25,0.00,0.00,20.00,0.00,50.00,0.00,0.00,0.00
1.2830,36294.44,0.00,0.00,0.00,50.00,25.00,0.00,0.00,0.00
1.5330,36210.91,0.00,0.00,20.00,16.67,50.00,0.00,0.00,0.00
1.7830,35041.43,0.00,0.00,0.00,50.00,75.00,0.00,100.00,0.00
2.0331,30113.93,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00
2.2831,35459.09,0.00,0.00,40.00,33.33,50.00,0.00,0.00,0.00
2.5331,37881.74,0.00,0.00,20.00,50.00,25.00,0.00,0.00,0.00
2.7831,34707.31,0.00,0.00,0.00,16.67,100.00,0.00,0.00,0.00
3.0331,34456.73,0.00,0.00,60.00,33.33,0.00,0.00,0.00,0.00
3.2831,33537.95,0.00,0.00,40.00,16.67,25.00,0.00,0.00,0.00
3.5331,36628.60,0.00,0.00,20.00,16.67,100.00,0.00,0.00,0.00
3.7831,34540.25,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00
4.0331,32368.69,0.00,0.00,40.00,83.33,50.00,0.00,0.00,0.00
4.2831,35459.09,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00
4.5331,34790.84,0.00,0.00,0.00,16.67,50.00,0.00,0.00,0.00
4.7832,36962.76,0.00,0.00,40.00,33.33,75.00,0.00,0.00,0.00
5.0332,36377.98,0.00,0.00,20.00,33.33,50.00,0.00,0.00,0.00
5.2832,36461.52,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
5.5332,35960.30,0.00,0.00,60.00,0.00,75.00,0.00,0.00,0.00
5.7832,33955.57,0.00,0.00,20.00,33.33,100.00,0.00,0.00,0.00
6.0332,32368.69,0.00,0.00,40.00,16.67,75.00,0.00,0.00,0.00
6.2832,38717.24,0.00,0.00,60.00,50.00,100.00,0.00,0.00,0.00
6.5332,34122.62,0.00,0.00,20.00,283.34,5901.32,1350.07,0.00,2000.15
