D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\STDCZ#7.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 16:41:27 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2829,47576.34,0.00,0.00,0.00,16.67,50.00,0.00,0.00,0.00
0.5329,44316.24,0.00,0.00,80.00,66.67,100.00,0.00,0.00,0.00
0.7829,41140.43,0.00,0.00,0.00,16.67,75.00,0.00,0.00,0.00
1.0329,40137.68,0.00,0.00,40.00,0.00,25.00,0.00,0.00,0.00
1.2829,43981.91,0.00,0.00,0.00,16.67,25.00,0.00,0.00,0.00
1.5329,43313.28,0.00,0.00,40.00,0.00,75.00,0.00,0.00,0.00
1.7830,38967.89,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
2.0330,41307.56,0.00,0.00,60.00,16.67,25.00,0.00,0.00,0.00
2.2830,41725.40,0.00,0.00,40.00,16.67,100.00,0.00,0.00,0.00
2.5330,40304.80,0.00,0.00,0.00,50.00,25.00,0.00,0.00,0.00
2.7830,42059.67,0.00,0.00,20.00,33.33,100.00,0.00,0.00,0.00
3.0330,41056.86,0.00,0.00,20.00,16.67,125.00,0.00,0.00,0.00
3.2830,41474.69,0.00,0.00,20.00,33.33,100.00,0.00,0.00,0.00
3.5330,39719.89,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00
3.7830,41056.86,0.00,0.00,60.00,16.67,25.00,0.00,0.00,0.00
4.0330,42226.81,0.00,0.00,20.00,66.67,75.00,0.00,0.00,0.00
4.2831,42561.10,0.00,0.00,0.00,16.67,125.00,0.00,0.00,0.00
4.5331,40722.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
4.7831,36043.83,0.00,0.00,0.00,33.33,150.00,0.00,0.00,0.00
5.0331,38048.84,0.00,0.00,60.00,33.33,25.00,0.00,0.00,0.00
5.2831,41808.96,0.00,0.00,40.00,0.00,100.00,0.00,0.00,0.00
5.5331,42728.25,0.00,0.00,60.00,0.00,175.00,0.00,0.00,0.00
5.7831,43480.44,0.00,0.00,0.00,33.33,75.00,0.00,0.00,0.00
6.0331,38215.94,0.00,0.00,20.00,0.00,175.00,50.00,0.00,0.00
6.2831,44399.83,0.00,0.00,40.00,33.33,75.00,0.00,0.00,8602.86
