D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\STDCZ#22.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 18:34:24 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2831,35960.30,0.00,0.00,20.00,50.00,50.00,0.00,50.00,0.00
0.5331,36043.83,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00
0.7831,34206.14,0.00,0.00,60.00,16.67,150.00,0.00,0.00,0.00
1.0332,39636.33,0.00,0.00,60.00,50.00,0.00,50.00,0.00,50.00
1.2832,35375.56,0.00,0.00,40.00,16.67,25.00,0.00,0.00,0.00
1.5332,36795.68,0.00,0.00,20.00,33.33,100.00,0.00,0.00,0.00
1.7832,34206.14,0.00,0.00,40.00,33.33,50.00,0.00,0.00,0.00
2.0332,36377.98,0.00,0.00,0.00,16.67,100.00,0.00,0.00,0.00
2.2832,38299.48,0.00,0.00,40.00,50.00,50.00,0.00,0.00,0.00
2.5332,35709.69,0.00,0.00,20.00,33.33,50.00,0.00,0.00,0.00
2.7832,33621.48,0.00,0.00,20.00,0.00,25.00,0.00,0.00,0.00
3.0332,36210.91,0.00,0.00,20.00,16.67,75.00,0.00,0.00,50.00
3.2832,36127.37,0.00,0.00,40.00,16.67,75.00,0.00,0.00,0.00
3.5332,34957.90,0.00,0.00,20.00,33.33,25.00,50.00,0.00,0.00
3.7833,35960.30,0.00,0.00,0.00,16.67,75.00,0.00,0.00,0.00
4.0333,31700.58,0.00,0.00,20.00,33.33,50.00,0.00,0.00,0.00
4.2833,35041.43,0.00,0.00,80.00,50.00,0.00,0.00,0.00,50.00
4.5333,34456.73,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
4.7833,37046.30,0.00,0.00,0.00,83.33,75.00,0.00,0.00,0.00
5.0333,36294.44,0.00,0.00,20.00,16.67,25.00,0.00,0.00,0.00
5.2833,37464.02,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00
5.5333,35709.69,0.00,0.00,40.00,33.33,125.00,0.00,0.00,0.00
5.7833,35709.69,0.00,0.00,40.00,33.33,25.00,0.00,0.00,0.00
6.0333,33454.43,0.00,0.00,0.00,50.00,100.00,0.00,0.00,0.00
6.2833,30698.47,0.00,0.00,20.00,50.00,0.00,0.00,0.00,0.00
6.5334,35542.62,0.00,0.00,20.00,83.33,0.00,650.02,150.00,35999.96
6.7834,196884.09,3198817.63,200.00,6741.72,666.68,900.03,23120.54,2900.32,292567.33
7.0334,862854.00,35008211.38,0.00,18813.39,1083.38,750.02,31688.58,2900.32,414993.36
7.2834,1232875.24,39065137.49,200.00,23300.54,1316.73,900.03,33994.39,3050.36,463808.11
7.5334,1098177.69,38321018.49,0.00,26226.02,1383.41,1125.05,46984.76,3650.51,590197.12
7.7834,1300074.77,43626816.45,0.00,30334.80,1533.42,1375.07,51451.62,4200.68,669833.64
8.0334,1521464.28,50302080.36,0.00,28911.62,1500.09,1100.05,45931.00,3250.41,531901.76
8.2834,1456126.60,57853558.77,0.00,28991.79,1400.07,950.03,49644.62,4650.83,520294.29
8.5334,1178480.32,52375125.64,0.00,31497.52,1733.45,1225.06,48841.59,4050.63,527840.58
8.7834,1253676.54,58290384.92,0.00,30374.90,1550.09,900.03,45981.18,3200.39,548002.54
9.0335,1290760.56,47573568.09,0.00,29853.71,1650.10,950.03,56823.93,5000.96,657631.64
9.2835,1363537.51,53494976.64,0.00,28971.75,1916.81,1100.05,46533.14,4150.66,551704.83
9.5335,1483930.97,45797680.74,0.00,32179.16,1783.45,1050.04,56171.10,4250.70,583922.07
9.7835,1438949.75,67635458.31,200.00,27368.33,1566.76,675.02,44576.30,4100.65,523364.36
10.0335,1248881.20,44957336.99,200.00,25785.15,1400.07,750.02,44526.13,2750.29,445998.73
10.2835,1135745.57,43196367.32,0.00,25745.07,1500.09,925.03,38908.14,3350.43,553165.23
10.5335,1549501.94,51822886.74,200.00,33622.75,2050.16,975.04,49795.19,3900.59,633156.20
10.7835,1423215.83,45844198.85,200.00,30695.63,1533.42,1125.05,46583.32,4300.71,518837.55
11.0335,1382027.68,42503207.57,0.00,27829.29,1783.45,850.03,47787.68,4400.75,502668.36
11.2835,1242020.83,54401368.13,0.00,29653.26,1766.78,900.03,48289.53,3450.46,482679.15
11.5335,1319705.45,58326768.12,0.00,27147.88,1966.81,1300.06,52807.04,4800.89,590406.30
11.7835,1311341.67,62438126.69,0.00,30555.31,1533.42,950.03,52003.81,3650.51,516808.84
12.0336,1366743.05,57238631.44,0.00,30054.16,1716.78,1125.05,50046.15,3900.59,569970.80
12.2836,1511165.08,58701646.04,0.00,31116.62,1350.07,1275.06,47486.58,3850.57,533568.26
12.5336,1222718.47,56507835.86,0.00,30214.53,1600.10,700.02,47687.31,3800.56,537943.80
12.7836,1254039.44,51027068.29,0.00,27548.71,1400.07,1100.05,48490.27,4150.66,507865.28
13.0336,1186930.50,39335363.89,0.00,30435.03,1633.43,925.03,45278.72,4750.87,475158.59
13.2836,1371192.79,53629691.27,0.00,27608.83,1450.08,1100.05,45629.95,3850.57,523936.77
13.5336,1205075.05,48011817.68,200.00,26546.66,1416.74,1025.04,52706.63,4700.85,582301.51
13.7836,1318202.04,55145999.57,0.00,31256.95,1716.78,975.04,50096.34,4300.71,601970.80
14.0336,1358923.61,55544051.14,0.00,25344.30,1516.75,900.03,45429.24,2400.22,450811.08
14.2836,1259171.75,52677180.23,0.00,27628.87,1866.80,1150.05,48389.90,3700.53,570336.38
14.5336,1334143.33,66414087.37,0.00,28731.22,1366.74,1050.04,51552.02,3550.49,525289.99
14.7837,1464663.18,43467903.29,0.00,29392.68,1483.42,1250.06,47637.13,3950.60,496694.38
15.0337,1602587.73,55199350.21,0.00,28631.00,1533.42,950.03,48440.09,4550.80,512128.32
15.2837,1441170.30,53665675.91,0.00,26807.18,1350.07,700.02,44676.64,3800.56,497525.39
15.5337,1221318.75,46109585.54,200.00,24803.27,1383.41,925.03,44275.27,3450.46,589778.71
15.7837,1259958.02,53675469.19,0.00,27047.67,1533.42,700.02,46432.78,4400.75,532578.76
16.0337,1445075.70,48894807.78,0.00,28230.14,1433.41,950.03,45830.65,4100.65,496330.81
16.2837,1329918.24,53315053.45,0.00,25905.39,1516.75,1125.05,45278.72,3450.46,537839.55
16.5337,1308853.28,42283086.37,0.00,27308.21,1433.41,950.03,44475.96,3800.56,483613.04
16.7837,1118171.27,51020520.45,0.00,24582.86,1483.42,650.02,41817.15,3150.38,500434.28
17.0337,1147919.70,45543226.09,0.00,24362.45,1316.73,875.03,47185.49,3550.49,524873.58
17.2837,1394054.93,45691036.40,0.00,25945.46,1683.44,775.02,46282.24,3600.50,480707.86
17.5338,1374882.18,48806782.07,200.00,26767.10,1500.09,925.03,41566.35,2600.26,472462.65
17.7838,1312551.31,52286018.12,0.00,28330.36,1433.41,675.02,46482.96,3600.50,486985.94
18.0338,1225172.31,49644165.05,0.00,25785.15,1533.42,900.03,41716.83,3500.47,465880.57
18.2838,1129446.81,47268837.43,0.00,25745.07,1516.75,625.01,38607.24,3000.35,453813.28
