D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\GLASS#3.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 15:55:42 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2832,47910.75,0.00,0.00,40.00,33.33,125.00,0.00,0.00,0.00
0.5332,49833.75,0.00,0.00,60.00,66.67,75.00,0.00,0.00,0.00
0.7832,46656.75,0.00,0.00,40.00,50.00,100.00,0.00,0.00,0.00
1.0333,47241.94,0.00,0.00,60.00,50.00,100.00,0.00,0.00,0.00
1.2833,53429.59,0.00,0.00,20.00,50.00,75.00,0.00,0.00,0.00
1.5333,42811.82,0.00,0.00,0.00,16.67,50.00,0.00,0.00,0.00
1.7833,50837.15,0.00,0.00,40.00,16.67,50.00,0.00,0.00,0.00
2.0333,50586.29,0.00,0.00,20.00,33.33,100.00,0.00,0.00,50.00
2.2833,49499.29,0.00,0.00,20.00,33.33,100.00,0.00,0.00,0.00
2.5333,48245.17,0.00,0.00,60.00,0.00,75.00,0.00,0.00,0.00
2.7833,46238.77,0.00,0.00,0.00,50.00,25.00,0.00,0.00,0.00
3.0333,45653.63,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
3.2833,48746.81,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00
3.5333,48412.37,0.00,0.00,60.00,16.67,75.00,0.00,0.00,0.00
3.7834,48746.81,0.00,0.00,20.00,33.33,50.00,0.00,0.00,0.00
4.0334,49081.24,0.00,0.00,60.00,16.67,75.00,0.00,0.00,0.00
4.2834,46071.59,0.00,0.00,40.00,50.00,125.00,0.00,0.00,50.00
4.5334,47492.74,0.00,0.00,20.00,16.67,125.00,0.00,0.00,0.00
4.7834,46238.77,0.00,0.00,60.00,50.00,200.00,0.00,0.00,0.00
5.0334,45904.40,0.00,0.00,40.00,33.33,175.00,0.00,0.00,0.00
5.2834,48579.59,0.00,0.00,80.00,66.67,50.00,0.00,0.00,0.00
5.5334,50502.68,0.00,0.00,60.00,33.33,150.00,0.00,0.00,0.00
5.7834,47659.94,0.00,0.00,40.00,33.33,50.00,0.00,0.00,0.00
6.0334,51924.25,0.00,0.00,40.00,66.67,75.00,0.00,0.00,0.00
6.2834,50586.29,0.00,0.00,20.00,16.67,150.00,50.00,0.00,100.00
6.5334,55102.37,0.00,0.00,4700.84,9319.96,31086.59,4250.70,0.00,7352.09
6.7835,994044.27,4000.56,12405.59,17892.11,15542.48,33718.05,13456.96,50.00,14708.35
7.0335,1602361.65,1500.08,19413.68,14127.55,11454.97,27353.34,16009.85,0.00,17461.76
7.2835,2247592.16,2000.14,24622.00,9543.45,8636.16,20490.91,16560.54,150.00,18813.65
7.5335,2131907.65,2500.22,31836.77,9003.07,8035.78,17511.62,18513.17,100.00,20716.55
7.7835,2742929.92,4500.71,28228.91,6961.83,5817.95,14082.51,18162.68,50.00,19915.30
8.0335,1967543.89,2500.22,28629.74,6501.60,5301.06,13782.20,19614.79,0.00,19564.77
8.2835,2196891.08,2000.14,27226.90,6001.36,4400.73,12080.53,19264.26,0.00,18413.08
8.5335,2200407.67,3000.32,31435.85,4480.76,4600.80,10779.40,17011.12,0.00,16360.33
8.7835,2250460.73,5000.88,31636.31,5521.15,4984.27,10829.44,17011.12,0.00,19064.02
9.0335,2186384.52,3000.32,23019.23,5120.99,4017.28,8877.99,14558.15,0.00,15258.98
9.2835,1831114.10,3000.32,25824.20,5120.99,3917.25,9928.74,13657.17,0.00,15609.40
9.5336,2031576.89,3000.32,20615.42,4800.87,4250.68,8227.57,14708.32,50.00,15859.70
9.7836,1919538.57,1500.08,27828.10,4600.80,4300.70,10203.95,18613.32,0.00,19114.09
10.0336,2019143.55,2500.22,22818.89,4420.74,3883.90,8152.52,14307.87,50.00,13507.04
10.2836,1784698.60,3000.32,29231.00,4160.66,4000.61,9603.50,14157.71,50.00,15258.98
10.5336,1980288.28,2500.22,22818.89,4500.77,4217.34,9753.60,13557.07,0.00,16110.01
10.7836,2014477.81,3500.43,21817.27,4240.68,4100.64,9678.55,15759.55,50.00,16210.14
11.0336,1738628.70,1500.08,23419.90,4420.74,3550.48,8427.69,13857.38,0.00,13306.83
11.2836,1797201.06,3500.43,22818.89,3680.51,3800.55,9253.24,15659.43,0.00,14257.84
11.5336,1867783.39,3500.43,20214.83,4060.62,3667.18,8052.46,13406.91,0.00,14908.58
11.7836,1660667.59,3000.32,20615.42,3860.56,3617.16,8127.50,12506.01,0.00,16009.89
12.0336,1707316.38,3000.32,14807.96,3960.59,3500.46,7802.31,12806.30,0.00,13056.58
