D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\STDCZ#5.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 16:19:54 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2832,44650.58,0.00,0.00,60.00,33.33,25.00,0.00,0.00,0.00
0.5332,46071.59,0.00,0.00,40.00,0.00,50.00,0.00,0.00,0.00
0.7832,40054.12,0.00,0.00,20.00,0.00,25.00,0.00,0.00,250.00
1.0332,46405.97,0.00,0.00,60.00,83.33,50.00,0.00,0.00,0.00
1.2832,41307.56,0.00,0.00,20.00,33.33,100.00,0.00,0.00,0.00
1.5332,41892.53,0.00,0.00,100.00,16.67,75.00,0.00,0.00,100.00
1.7832,43814.75,0.00,0.00,40.00,33.33,150.00,0.00,50.00,0.00
2.0332,41976.10,0.00,0.00,140.00,16.67,50.00,0.00,0.00,0.00
2.2833,44901.33,0.00,0.00,60.00,33.33,175.00,0.00,0.00,0.00
2.5333,39135.00,0.00,0.00,40.00,66.67,100.00,0.00,0.00,0.00
2.7833,42895.40,0.00,0.00,0.00,33.33,25.00,0.00,0.00,0.00
3.0333,45820.81,0.00,0.00,0.00,33.33,50.00,0.00,0.00,0.00
3.2833,44984.92,0.00,0.00,80.00,16.67,100.00,0.00,0.00,0.00
3.5333,43814.75,0.00,0.00,80.00,50.00,50.00,0.00,0.00,0.00
3.7833,43731.17,0.00,0.00,80.00,16.67,75.00,0.00,0.00,0.00
4.0333,45068.51,0.00,0.00,80.00,16.67,75.00,0.00,0.00,0.00
4.2833,40054.12,0.00,0.00,20.00,16.67,125.00,0.00,0.00,0.00
4.5333,45068.51,0.00,0.00,40.00,0.00,50.00,0.00,0.00,0.00
4.7833,43564.02,0.00,0.00,60.00,16.67,75.00,0.00,0.00,0.00
5.0334,41056.86,0.00,0.00,60.00,33.33,25.00,0.00,0.00,0.00
5.2834,42226.81,0.00,0.00,60.00,16.67,75.00,0.00,0.00,0.00
5.5334,47994.35,0.00,0.00,20.00,83.33,50.00,0.00,0.00,0.00
5.7834,45402.86,0.00,0.00,40.00,33.33,175.00,0.00,0.00,0.00
6.0334,40889.73,0.00,200.00,100.00,50.00,100.00,0.00,0.00,0.00
6.2834,45486.45,0.00,0.00,20.00,50.00,150.00,600.01,50.00,22018.70
6.5334,287515.56,2064388.67,0.00,4720.84,433.34,325.00,11104.74,1000.04,174872.58
6.7834,530074.46,13453186.51,0.00,17351.39,1033.37,1025.04,27980.08,2400.22,380302.34
7.0334,1105281.74,24455773.73,0.00,24903.46,1533.42,925.03,44024.42,4000.62,590354.00
7.2834,1356357.45,61240327.97,0.00,33281.89,1983.48,1100.05,58230.13,6001.39,679466.46
7.5334,1377474.26,56138082.33,0.00,38395.74,2250.19,1175.05,58682.16,5101.00,766423.97
7.7834,1921387.59,57816207.62,0.00,38796.91,1700.11,1050.04,59335.11,5501.17,723402.54
8.0335,1232170.92,56703473.85,0.00,36009.03,2016.82,1050.04,58883.06,4950.94,766900.98
8.2835,1411110.81,58234244.33,0.00,35186.82,2050.16,1275.06,58933.29,6001.39,736352.54
8.5335,1409209.96,59757612.91,0.00,37152.19,2033.49,1300.06,60842.05,4900.93,747727.25
8.7835,1381466.06,54564039.18,0.00,37613.49,1950.14,1050.04,64961.91,5951.36,794226.12
9.0335,1405632.89,59363660.86,200.00,39940.31,2033.49,1150.05,63203.28,4750.87,729003.86
9.2835,1448626.85,56038498.27,0.00,38114.93,2333.54,800.02,60791.82,6051.41,740213.57
9.5335,1341599.88,68346610.38,0.00,35848.59,2033.49,775.02,60239.26,5951.36,714952.15
9.7835,1334048.29,56853903.29,200.00,34224.29,2183.51,550.01,54965.97,5501.17,759800.29
10.0335,1470002.86,57877301.79,0.00,35347.25,2083.50,875.03,59937.87,4750.87,719546.39
10.2835,1407075.81,50348826.22,0.00,37432.98,1933.47,1225.06,61595.59,5301.08,751379.74
10.5335,1466780.04,61660300.56,0.00,37553.32,2133.51,675.02,56572.84,5501.17,699280.37
10.7836,1413322.72,56620857.22,0.00,37473.09,2316.87,1275.06,53660.53,4600.82,734025.88
11.0336,1446103.89,55543367.89,200.00,35888.70,2116.84,1025.04,55217.02,6201.48,735823.73
11.2836,1358655.76,59826678.36,0.00,36971.68,1933.47,1200.05,58682.16,6301.53,779575.05
11.5336,1385777.56,59058133.08,0.00,38877.15,1816.79,1225.06,57075.02,5701.25,719599.22
11.7836,1404993.51,59021294.37,0.00,37493.15,1933.47,900.03,57275.90,5851.32,745663.18
12.0336,1473847.78,62621067.57,0.00,38395.74,2016.82,950.03,58129.68,4900.93,710623.39
12.2836,1505082.34,53525495.25,0.00,36751.07,2000.15,1275.06,51853.22,4950.94,744710.64
12.5336,1406185.86,52893429.67,0.00,38636.44,1983.48,1250.06,58782.61,5151.02,737939.11
12.7836,1450458.58,67407878.26,0.00,37693.72,2300.20,1300.06,56572.84,4250.70,753074.07
13.0336,1515200.09,51597470.32,0.00,38556.21,1533.42,800.02,54463.85,5601.21,727471.14
13.2836,1500788.13,57303654.31,0.00,36069.19,2033.49,850.03,55920.02,5201.04,712101.37
13.5337,1437748.75,52998422.82,0.00,36670.85,1533.42,1075.04,55267.24,4950.94,716641.80
13.7837,1435528.20,47025314.82,0.00,36650.79,1700.11,1125.05,54162.60,5201.04,688895.46
14.0337,1451132.52,51609313.37,0.00,34685.49,2116.84,1100.05,51853.22,4800.89,692900.88
14.2837,1406574.67,56846444.45,0.00,38094.87,1616.77,1275.06,56020.45,5151.02,695852.98
14.5337,1395480.57,56087066.14,0.00,37172.25,2000.15,1125.05,54765.12,5901.34,632054.25
14.7837,1383980.38,48089309.92,0.00,32379.65,2016.82,800.02,50648.48,4900.93,705610.21
15.0337,1304973.80,49140664.83,0.00,33702.95,2250.19,1075.04,54263.02,5151.02,727206.93
15.2837,1366820.82,54412300.17,0.00,36650.79,2183.51,725.02,51752.81,5401.12,647016.55
15.5337,1378666.62,47324636.39,0.00,37031.85,1683.44,975.04,51953.61,5000.96,652428.13
15.7837,1322453.05,59575013.66,0.00,36189.52,1750.12,1100.05,55166.82,4950.94,647279.20
