D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\91500#7.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 16:46:34 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2884,40221.24,0.00,0.00,80.00,16.67,75.00,0.00,0.00,50.00
0.5384,37798.20,0.00,0.00,40.00,16.67,75.00,0.00,50.00,0.00
0.7884,40304.80,0.00,0.00,20.00,0.00,75.00,0.00,0.00,0.00
1.0384,40806.17,0.00,0.00,40.00,0.00,175.00,0.00,0.00,0.00
1.2884,44483.41,0.00,0.00,20.00,0.00,50.00,0.00,0.00,0.00
1.5384,43564.02,0.00,0.00,0.00,33.33,50.00,0.00,0.00,0.00
1.7884,40054.12,0.00,0.00,40.00,33.33,50.00,0.00,0.00,0.00
2.0384,40304.80,0.00,0.00,120.00,50.00,100.00,0.00,0.00,0.00
2.2884,44149.08,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
2.5384,40221.24,0.00,0.00,20.00,16.67,125.00,0.00,0.00,0.00
2.7885,40304.80,0.00,0.00,40.00,16.67,150.00,0.00,0.00,0.00
3.0385,40639.05,0.00,0.00,20.00,33.33,125.00,0.00,0.00,0.00
3.2885,43229.70,0.00,0.00,20.00,0.00,25.00,0.00,0.00,0.00
3.5385,42728.25,0.00,0.00,80.00,0.00,50.00,0.00,0.00,0.00
3.7885,43814.75,0.00,0.00,60.00,33.33,200.00,0.00,0.00,0.00
4.0385,38383.04,0.00,0.00,20.00,116.67,125.00,0.00,0.00,0.00
4.2885,41223.99,0.00,0.00,20.00,0.00,25.00,0.00,0.00,0.00
4.5385,41808.96,0.00,0.00,20.00,16.67,50.00,0.00,100.00,0.00
4.7885,41140.43,0.00,0.00,20.00,16.67,100.00,0.00,0.00,0.00
5.0385,38299.48,0.00,0.00,40.00,50.00,50.00,0.00,0.00,50.00
5.2885,40388.36,0.00,0.00,40.00,0.00,175.00,0.00,0.00,0.00
5.5385,39385.66,0.00,0.00,20.00,33.33,25.00,0.00,0.00,0.00
5.7886,41641.83,0.00,0.00,40.00,50.00,50.00,0.00,0.00,0.00
6.0386,43480.44,0.00,0.00,40.00,33.33,75.00,0.00,0.00,0.00
6.2886,39636.33,0.00,0.00,20.00,50.00,50.00,0.00,0.00,0.00
6.5386,42978.97,0.00,0.00,60.00,16.67,225.00,450.01,50.00,4400.75
6.7886,230954.53,4522817.87,0.00,2700.28,450.01,1200.05,7352.08,100.00,34947.08
7.0386,839570.72,27448590.88,400.01,7622.20,1100.05,1100.05,13907.44,400.01,51301.40
7.2886,1185568.36,56205439.65,200.00,9383.33,983.37,1325.07,20416.02,600.01,59536.52
7.5386,1257383.22,40334962.43,0.00,9703.56,733.35,1000.04,19214.19,300.00,56573.28
7.7886,1040426.16,47753206.58,0.00,8983.05,833.36,1325.07,18062.54,600.01,69837.77
8.0386,1368635.27,58931959.10,0.00,11484.99,1216.72,1150.05,28831.94,1150.05,69787.50
8.2886,1528324.65,73554987.91,0.00,11565.06,966.70,1500.09,21918.46,350.00,68128.70
8.5387,1585471.36,56697039.89,0.00,12405.83,1183.39,1625.10,26877.76,950.03,70441.02
8.7887,1621259.34,66524603.48,0.00,10424.11,966.70,1500.09,21016.98,750.02,66118.33
9.0387,1431562.32,76246262.91,0.00,10223.96,800.02,1475.08,21317.47,550.01,79744.73
9.2887,1345885.45,54416342.75,0.00,10424.11,966.70,1425.08,23621.44,350.00,63907.28
9.5387,1469441.24,67257505.75,0.00,11645.13,683.35,1450.08,23721.62,400.01,66821.92
9.7887,1410454.15,53513652.21,0.00,10664.30,733.35,1050.04,20866.73,350.00,65314.26
10.0387,1480794.55,55914203.23,0.00,11885.35,866.70,1375.07,22319.15,500.01,64409.75
10.2887,1368497.03,59552694.07,0.00,10424.11,950.03,1325.07,19664.86,300.00,61194.21
10.5387,1539090.42,62680111.98,0.00,11124.68,866.70,1300.06,20916.82,700.02,67274.26
10.7887,1533949.46,58126404.30,0.00,11224.77,900.03,1825.13,19614.79,500.01,63806.78
11.0387,1285178.95,50317225.79,0.00,11244.79,816.69,1350.07,23421.08,200.00,62450.19
11.2888,1376333.75,60711433.52,200.00,11585.08,1050.04,1250.06,22519.49,500.01,65967.56
11.5388,1411681.07,60431869.34,0.00,10504.18,916.70,1675.11,20516.18,300.00,66319.35
11.7888,1433705.11,53934421.92,0.00,11024.60,750.02,1425.08,21367.55,600.01,64761.50
12.0388,1320552.20,51010442.48,0.00,11424.94,1066.71,1375.07,18913.75,400.01,57979.47
12.2888,1289810.13,69374506.95,0.00,12105.55,716.69,1550.09,21317.47,450.01,65063.00
12.5388,1422282.68,50011470.26,0.00,10043.82,716.69,1150.05,21617.96,500.01,60038.83
