D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\91500#18.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 17:56:27 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2833,38048.84,0.00,0.00,20.00,50.00,75.00,0.00,0.00,0.00
0.5333,37213.39,0.00,0.00,60.00,50.00,50.00,0.00,50.00,0.00
0.7833,38215.94,0.00,0.00,20.00,16.67,100.00,0.00,0.00,0.00
1.0333,39302.11,0.00,0.00,20.00,16.67,100.00,0.00,0.00,0.00
1.2833,35793.23,0.00,0.00,0.00,33.33,50.00,0.00,50.00,0.00
1.5333,40054.12,0.00,0.00,20.00,50.00,50.00,0.00,0.00,0.00
1.7833,36043.83,0.00,0.00,0.00,33.33,25.00,0.00,0.00,0.00
2.0333,37547.56,0.00,0.00,0.00,33.33,75.00,0.00,0.00,0.00
2.2833,34122.62,0.00,0.00,60.00,50.00,50.00,0.00,0.00,50.00
2.5333,38215.94,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00
2.7833,34707.31,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00
3.0334,39552.78,0.00,0.00,60.00,16.67,25.00,0.00,0.00,0.00
3.2834,36628.60,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00
3.5334,37798.20,0.00,0.00,20.00,83.33,100.00,0.00,0.00,0.00
3.7834,35124.96,0.00,0.00,40.00,0.00,100.00,0.00,0.00,0.00
4.0334,35208.49,0.00,0.00,0.00,16.67,25.00,0.00,0.00,0.00
4.2834,37464.02,0.00,200.00,60.00,16.67,25.00,0.00,0.00,0.00
4.5334,34874.37,0.00,0.00,40.00,33.33,75.00,0.00,0.00,0.00
4.7834,35626.15,0.00,0.00,20.00,16.67,100.00,0.00,0.00,0.00
5.0334,36545.06,0.00,0.00,20.00,50.00,75.00,0.00,50.00,0.00
5.2834,37046.30,0.00,0.00,0.00,0.00,100.00,0.00,0.00,50.00
5.5334,37798.20,0.00,0.00,20.00,33.33,75.00,0.00,0.00,0.00
5.7835,35626.15,0.00,0.00,20.00,33.33,100.00,0.00,0.00,0.00
6.0335,36127.37,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
6.2835,34122.62,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
6.5335,35960.30,0.00,0.00,0.00,16.67,50.00,0.00,0.00,0.00
6.7835,34456.73,257819.43,0.00,500.01,200.00,775.02,4400.74,100.00,20666.47
7.0335,598614.75,14368902.34,400.01,5741.25,866.70,1550.09,11304.91,350.00,49293.62
7.2835,1065608.24,34319378.90,200.00,7622.20,950.03,1425.08,14908.54,450.01,46031.65
7.5335,964417.75,40699420.74,200.00,9483.40,866.70,1125.05,17111.25,400.01,47486.89
7.7835,1515192.55,53656679.75,0.00,8862.97,916.70,1125.05,19164.12,350.00,58783.09
8.0335,1389639.76,61863397.39,0.00,10444.13,833.36,1300.06,18162.68,600.01,63002.86
8.2836,1441852.88,54887730.10,0.00,10304.02,1100.05,1475.08,21567.88,650.02,72301.23
8.5335,1287805.59,54494062.73,0.00,8923.01,683.35,1275.06,16310.23,400.01,61596.11
8.7836,1210587.54,54795946.50,0.00,9963.76,733.35,1475.08,20065.48,500.01,57879.03
9.0336,1607858.29,56921317.55,0.00,9523.43,800.02,1575.09,20115.55,400.01,70441.02
9.2836,1686830.31,87049966.70,0.00,12305.73,783.36,1350.07,19164.12,750.02,61897.55
9.5336,1381647.51,53306683.61,0.00,10243.97,866.70,1125.05,19464.56,400.01,57025.26
9.7836,1303824.64,61392066.98,0.00,9763.61,916.70,1375.07,22118.80,550.01,69536.15
10.0336,1563093.08,57222973.56,0.00,11344.87,916.70,1325.07,17962.40,650.02,54815.75
10.2836,1216298.76,44581434.19,0.00,10183.93,733.35,1050.04,18112.61,350.00,58431.50
10.5336,1433333.58,51221168.96,0.00,11264.80,866.70,1100.05,19214.19,400.01,62852.13
10.7836,1441291.26,58625861.94,0.00,9863.68,850.03,1275.06,22820.01,700.02,70441.02
11.0336,1474616.76,66303514.33,0.00,11084.65,733.35,1350.07,19514.64,350.00,64158.51
11.2836,1466685.00,57518081.74,0.00,11004.58,833.36,1050.04,19664.86,250.00,56071.11
11.5337,1314374.41,60022657.98,0.00,10404.10,916.70,975.04,18913.75,450.01,65465.02
11.7837,1605127.97,68475517.36,0.00,12045.49,1083.38,1000.04,19114.04,600.01,60340.22
12.0337,1381388.30,68565251.20,0.00,9643.52,733.35,1150.05,15709.49,300.00,52757.23
12.2837,1315808.69,63213276.75,0.00,9503.42,733.35,950.03,15859.67,650.02,60089.06
12.5337,1375633.89,49860870.00,800.02,9943.74,966.70,1000.04,18062.54,650.02,57577.69
12.7837,1454424.46,51081386.87,0.00,10684.32,716.69,1275.06,20666.42,400.01,53660.93
13.0337,1398366.42,62452361.12,0.00,11184.74,750.02,1175.05,18162.68,300.00,54614.90
13.2837,1358500.24,64949250.76,0.00,9803.64,600.01,1175.05,20516.18,450.01,55568.95
13.5337,1398953.96,56882030.52,0.00,11424.94,800.02,1125.05,20315.86,400.01,66972.70
13.7837,1397813.45,54316303.18,0.00,10864.47,900.03,1075.04,17812.20,600.01,49795.54
14.0337,1226520.19,46801834.29,0.00,9223.22,800.02,900.03,16560.54,100.00,50347.66
14.2838,1224049.07,45028167.51,0.00,9263.25,783.36,1225.06,18813.60,400.01,64259.00
14.5338,1475394.39,60134483.65,0.00,11484.99,633.35,1250.06,19063.97,400.01,58280.83
