D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\GJ1#18.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 17:53:42 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2829,35375.56,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
0.5329,38215.94,0.00,0.00,20.00,33.33,75.00,0.00,0.00,100.00
0.7829,38884.34,0.00,0.00,80.00,33.33,25.00,0.00,0.00,0.00
1.0329,36712.14,0.00,0.00,20.00,33.33,25.00,0.00,0.00,50.00
1.2830,38048.84,0.00,0.00,20.00,0.00,25.00,0.00,0.00,0.00
1.5330,36795.68,26023.82,0.00,0.00,33.33,50.00,0.00,0.00,0.00
1.7830,39135.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00
2.0330,39970.56,0.00,0.00,0.00,16.67,50.00,0.00,50.00,0.00
2.2830,33955.57,0.00,0.00,20.00,33.33,100.00,0.00,0.00,50.00
2.5330,34456.73,0.00,0.00,0.00,16.67,125.00,0.00,0.00,0.00
2.7830,39302.11,0.00,0.00,40.00,0.00,50.00,0.00,50.00,0.00
3.0330,35208.49,0.00,0.00,40.00,50.00,0.00,0.00,0.00,0.00
3.2830,36127.37,0.00,0.00,20.00,50.00,50.00,50.00,0.00,0.00
3.5330,36210.91,0.00,0.00,20.00,33.33,25.00,0.00,0.00,0.00
3.7830,39552.78,0.00,0.00,0.00,83.33,25.00,0.00,0.00,0.00
4.0331,41391.13,0.00,0.00,60.00,33.33,25.00,0.00,0.00,0.00
4.2831,39385.66,0.00,0.00,20.00,16.67,50.00,0.00,0.00,0.00
4.5331,36294.44,0.00,0.00,80.00,16.67,0.00,0.00,0.00,0.00
4.7831,37714.65,0.00,0.00,40.00,0.00,100.00,0.00,0.00,0.00
5.0331,40806.17,0.00,0.00,40.00,33.33,75.00,0.00,50.00,0.00
5.2831,34540.25,0.00,0.00,0.00,33.33,100.00,50.00,0.00,0.00
5.5331,34540.25,0.00,0.00,20.00,16.67,150.00,0.00,0.00,0.00
5.7831,36127.37,0.00,0.00,40.00,0.00,75.00,0.00,0.00,0.00
6.0331,38132.39,0.00,0.00,40.00,50.00,75.00,0.00,0.00,0.00
6.2831,37129.84,0.00,0.00,20.00,16.67,25.00,0.00,0.00,2400.22
6.5331,110326.30,2957418.70,0.00,3800.55,666.68,525.01,1300.07,450.01,83870.67
6.7832,771600.50,21282179.34,0.00,11484.99,1066.71,625.01,3450.46,1250.06,183896.26
7.0332,1082432.29,53826980.46,200.00,16730.59,1083.38,400.01,4750.87,1400.08,208972.29
7.2832,1138078.44,54267336.75,0.00,19574.50,1283.40,425.01,4900.92,1500.09,217511.13
7.5332,1476768.19,60958543.21,0.00,21898.14,1316.73,250.00,4100.65,2400.22,206990.84
7.7832,1499820.42,47587688.64,0.00,18432.86,1433.41,225.00,4650.83,1800.12,250142.33
8.0332,1593783.30,58723396.25,200.00,22398.98,1250.06,125.00,5251.06,1800.12,276214.09
8.2832,1421548.25,71757122.60,0.00,20215.46,1233.39,250.00,5551.19,2000.15,211970.41
8.5332,1389060.86,47102977.87,0.00,19834.89,883.36,250.00,4000.62,1550.09,252181.30
8.7832,1613958.32,48101779.28,0.00,21938.21,1316.73,225.00,4150.66,1450.08,214410.08
