D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\GJ1#8.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 16:45:08 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2830,43062.55,0.00,0.00,40.00,33.33,75.00,0.00,0.00,50.00
0.5330,40722.61,0.00,0.00,40.00,16.67,75.00,0.00,0.00,0.00
0.7830,38383.04,0.00,0.00,60.00,50.00,50.00,0.00,0.00,0.00
1.0330,42561.10,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
1.2830,43313.28,0.00,0.00,0.00,16.67,75.00,0.00,0.00,0.00
1.5331,41391.13,0.00,0.00,40.00,50.00,125.00,0.00,0.00,0.00
1.7831,42477.53,0.00,0.00,60.00,66.67,0.00,0.00,0.00,0.00
2.0331,39719.89,0.00,0.00,60.00,33.33,125.00,0.00,0.00,50.00
2.2831,41641.83,0.00,0.00,80.00,33.33,50.00,0.00,0.00,0.00
2.5331,40639.05,0.00,0.00,0.00,0.00,125.00,0.00,0.00,0.00
2.7831,42895.40,0.00,0.00,40.00,16.67,100.00,0.00,0.00,0.00
3.0331,40388.36,0.00,200.00,20.00,66.67,50.00,50.00,0.00,0.00
3.2831,39887.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00
3.5331,40555.48,0.00,0.00,20.00,33.33,100.00,0.00,0.00,0.00
3.7831,39636.33,0.00,0.00,60.00,33.33,100.00,0.00,0.00,0.00
4.0331,41391.13,0.00,0.00,40.00,83.33,50.00,0.00,0.00,0.00
4.2832,42895.40,0.00,0.00,40.00,66.67,75.00,0.00,0.00,0.00
4.5332,42895.40,0.00,0.00,60.00,83.33,75.00,0.00,0.00,0.00
4.7832,38383.04,0.00,0.00,40.00,50.00,0.00,0.00,0.00,0.00
5.0332,40806.17,0.00,0.00,60.00,66.67,25.00,0.00,0.00,0.00
5.2832,40471.92,0.00,0.00,20.00,50.00,150.00,0.00,0.00,0.00
5.5332,42059.67,0.00,0.00,20.00,16.67,175.00,0.00,0.00,0.00
5.7832,39552.78,0.00,0.00,60.00,16.67,50.00,0.00,0.00,0.00
6.0332,43313.28,0.00,0.00,60.00,50.00,50.00,0.00,0.00,0.00
6.2832,43396.86,0.00,0.00,20.00,16.67,75.00,0.00,0.00,0.00
6.5332,42978.97,0.00,0.00,40.00,0.00,250.00,500.01,200.00,33794.03
6.7832,369214.80,7041469.24,200.00,7902.36,883.36,850.03,2350.21,1250.06,153706.64
7.0333,1068291.75,40602569.69,200.00,16690.54,1233.39,725.02,3400.44,1650.10,215528.39
7.2833,1390253.21,50830917.86,0.00,20375.71,1466.75,425.01,4300.71,1650.10,212885.23
7.5333,1538157.27,53572127.24,0.00,21477.45,1283.40,275.00,3800.56,1050.04,223715.48
7.7833,1448445.40,47080430.53,0.00,18973.62,1300.06,275.00,4750.87,1750.12,226513.48
8.0333,1357800.38,56305877.78,600.01,21176.97,1366.74,250.00,5651.23,1100.05,245759.62
8.2833,1458865.56,57214375.97,0.00,23801.43,1633.43,175.00,4250.70,1550.09,243314.09
8.5333,1856611.52,59271137.07,200.00,20355.68,1033.37,150.00,4800.89,950.03,234300.17
8.7833,1308861.92,62624142.21,0.00,21657.75,1500.09,275.00,7001.89,2600.26,264727.95
9.0333,1451659.58,51782460.96,2000.15,23440.79,1400.07,275.00,5351.10,1350.07,234707.45
9.2833,1881460.92,55649841.42,0.00,22479.12,1350.07,300.00,5101.00,1600.10,274733.11
9.5333,1464023.80,54341982.09,0.00,22378.95,1700.11,800.02,4750.87,1700.11,253659.74
9.7834,1621060.62,61640201.54,0.00,22018.34,1516.75,325.00,4650.83,1950.15,219392.48
10.0334,1470806.41,52234033.99,0.00,21717.84,1350.07,175.00,4750.87,1900.14,217714.50
10.2834,1637304.31,53174189.55,0.00,20656.14,1316.73,275.00,5551.19,1650.10,233587.48
10.5334,1800518.92,57817118.63,0.00,23340.61,1333.40,550.01,5301.08,1550.09,248970.07
10.7834,1491283.83,48726784.58,0.00,20716.24,1066.71,100.00,4950.94,1600.10,228192.58
11.0334,1317666.35,62295668.52,0.00,19514.41,1583.43,225.00,4650.83,1450.08,242448.07
11.2834,1434595.05,53758199.69,0.00,20395.74,1116.71,175.00,4800.89,1900.14,250295.24
11.5334,1708310.01,52249634.92,0.00,21377.29,1683.44,300.00,5101.00,2000.15,225597.71
11.7834,1509998.65,52332251.54,4000.58,22378.95,1600.10,275.00,4950.94,1500.09,233129.32
12.0334,1711705.64,51860351.76,0.00,20576.02,1500.09,175.00,6551.65,1850.13,214359.23
12.2835,1371426.08,47466240.49,0.00,21818.01,1366.74,250.00,4800.89,1650.10,202724.16
12.5335,1386632.94,48869128.87,0.00,18292.66,1033.37,50.00,4350.73,2300.20,243415.99
12.7835,1625380.75,56642038.05,0.00,19494.38,1233.39,275.00,5151.02,1700.11,214206.74
13.0335,1589160.76,56889660.18,0.00,22499.15,1416.74,250.00,4850.90,1350.07,218731.42
13.2835,1400854.82,61588103.53,0.00,21998.31,1300.06,250.00,5601.21,1700.11,236285.77
13.5335,1590370.39,56557827.17,0.00,21457.42,1283.40,275.00,4050.63,1650.10,215121.73
13.7835,1463064.73,53419249.47,0.00,20155.37,1233.39,175.00,4350.73,1500.09,227581.98
14.0335,1243532.87,65228416.38,0.00,21818.01,1616.77,200.00,5451.14,1300.07,205720.85
14.2835,1402142.22,71469473.26,0.00,22078.44,1050.04,225.00,4900.92,1900.14,237558.74
14.5335,1604670.03,49555683.84,0.00,22058.41,950.03,300.00,3600.50,1850.13,204603.36
14.7835,1313639.98,53621207.55,0.00,21237.06,1316.73,325.00,5101.00,1300.07,233536.55
15.0335,1412830.23,46898229.84,0.00,20535.96,1350.07,325.00,5451.14,1700.11,233842.02
15.2836,1464084.28,50186041.29,0.00,20515.93,1283.40,175.00,4500.78,1400.08,225852.08
15.5336,1346585.31,43566576.35,0.00,20596.05,1516.75,300.00,4700.85,1700.11,191708.31
15.7836,1438742.38,48486108.86,0.00,19354.17,1000.04,250.00,4750.87,1150.05,200438.99
16.0336,1464352.13,55147935.46,0.00,18152.47,1400.07,150.00,3600.50,2000.15,222240.41
16.2836,1526994.05,50802221.25,0.00,20816.39,1133.38,250.00,3900.59,1500.09,208718.24
16.5336,1241079.04,53258912.87,0.00,19133.85,1350.07,375.01,4000.62,2000.15,209175.51
16.7836,1406315.47,55165358.40,0.00,20215.46,1133.38,125.00,4000.62,1350.07,183896.26
17.0336,1253840.71,42988487.72,0.00,18392.80,1283.40,250.00,4100.65,1900.14,188714.83
17.2836,1437118.01,49258525.91,0.00,22959.94,1416.74,150.00,4700.85,1650.10,224325.90
17.5336,1381638.87,56758134.05,0.00,20475.86,1333.40,300.00,4100.65,1500.09,191454.60
17.7836,1318824.14,45500238.11,0.00,18893.51,1050.04,225.00,4350.73,1250.06,175886.16
18.0336,1243100.86,48259496.75,0.00,18192.52,1050.04,100.00,4300.71,1450.08,180651.07
18.2837,1419673.32,44539698.85,0.00,17091.05,1000.04,100.00,4250.70,1600.10,189526.55
18.5337,1316266.62,44940654.24,0.00,19354.17,1233.39,200.00,4550.80,1900.14,198103.48
18.7837,1318685.90,48479902.64,0.00,18813.39,1083.38,225.00,3950.60,1050.04,196682.06
19.0337,1208937.25,50099837.59,0.00,18733.28,1116.71,150.00,4400.74,1450.08,213393.48
19.2837,1288876.98,51792880.56,0.00,20355.68,1150.05,150.00,3600.50,1300.07,172288.29
19.5337,1207969.54,53314370.20,0.00,18172.50,1183.39,275.00,3950.60,1150.05,181817.22
19.7837,1165381.67,39270284.08,0.00,17371.42,1100.05,275.00,3700.53,1400.08,180296.18
