D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\DLNR_019.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 16:17:22 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2831,40471.92,0.00,0.00,20.00,50.00,125.00,50.00,0.00,0.00
0.5331,43898.34,13506.42,0.00,140.00,66.67,75.00,0.00,0.00,0.00
0.7831,39887.00,1000.04,0.00,40.00,33.33,0.00,0.00,0.00,0.00
1.0331,44734.16,0.00,0.00,40.00,50.00,75.00,0.00,0.00,0.00
1.2831,40471.92,0.00,0.00,20.00,0.00,125.00,0.00,0.00,0.00
1.5331,40889.73,0.00,0.00,80.00,16.67,25.00,0.00,0.00,0.00
1.7831,43396.86,0.00,0.00,40.00,0.00,75.00,0.00,0.00,0.00
2.0331,39803.45,0.00,0.00,60.00,50.00,100.00,0.00,0.00,0.00
2.2831,38967.89,0.00,0.00,20.00,50.00,100.00,0.00,0.00,0.00
2.5331,43146.13,0.00,0.00,20.00,16.67,100.00,0.00,0.00,50.00
2.7832,42393.96,0.00,0.00,60.00,16.67,50.00,50.00,0.00,0.00
3.0332,42143.24,0.00,0.00,60.00,16.67,50.00,0.00,0.00,0.00
3.2832,42895.40,0.00,0.00,40.00,33.33,75.00,0.00,0.00,0.00
3.5332,42811.82,0.00,0.00,0.00,16.67,100.00,0.00,0.00,0.00
3.7832,40304.80,0.00,0.00,100.00,16.67,125.00,0.00,0.00,0.00
4.0332,40054.12,0.00,0.00,20.00,16.67,175.00,0.00,0.00,0.00
4.2832,38800.79,0.00,0.00,60.00,50.00,200.00,0.00,0.00,0.00
4.5332,46322.37,0.00,0.00,60.00,0.00,50.00,0.00,0.00,0.00
4.7832,40889.73,0.00,0.00,80.00,66.67,100.00,0.00,50.00,0.00
5.0332,41808.96,0.00,0.00,40.00,16.67,50.00,0.00,0.00,0.00
5.2832,42310.38,0.00,0.00,100.00,33.33,25.00,0.00,0.00,0.00
5.5333,38633.68,0.00,0.00,80.00,16.67,125.00,0.00,0.00,0.00
5.7833,40221.24,0.00,0.00,100.00,16.67,100.00,0.00,0.00,0.00
6.0333,46907.54,0.00,0.00,0.00,66.67,50.00,0.00,0.00,0.00
6.2833,43229.70,0.00,0.00,60.00,83.33,200.00,5751.27,350.00,10204.02
6.5333,231293.09,4402312.99,600.01,2420.22,266.67,2400.22,67424.41,700.02,52857.64
6.7833,579717.77,22816366.09,800.02,6161.44,450.01,3525.47,146672.84,900.03,109460.58
7.0333,1013998.62,49267066.56,800.02,9303.28,816.69,6351.53,195560.05,1000.04,132372.99
7.2833,1413041.67,56654962.91,200.00,11585.08,1016.71,7201.97,253090.06,1350.07,163171.36
7.5333,1503786.30,69227835.40,200.00,12626.03,733.35,7201.97,245445.56,950.03,162513.16
7.7833,1391929.43,47861274.36,200.00,11885.35,650.02,5776.26,198504.16,1000.04,135606.18
8.0333,1427319.95,59866534.76,0.00,11725.20,1216.72,6751.73,273292.97,900.03,160133.80
8.2834,1504840.41,57874682.66,200.00,13987.40,883.36,7602.19,265279.54,950.03,168995.32
8.5334,1641183.79,81035806.61,0.00,13867.28,683.35,8202.55,260177.95,1400.08,170920.35
8.7834,1687875.79,65302663.16,0.00,14347.79,766.69,8852.97,266606.27,1300.07,166868.02
9.0334,1468732.74,60854574.94,0.00,13466.86,583.35,6151.43,252121.51,1100.05,155629.39
9.2834,1456740.05,54350010.31,0.00,12225.66,900.03,6401.55,241981.52,1400.08,162715.69
9.5334,1773172.48,79277968.52,0.00,14728.21,900.03,7377.06,240097.05,750.02,149912.56
9.7834,1633450.76,81342587.03,0.00,11865.33,850.03,7502.13,280136.38,1450.08,167830.32
10.0334,1686018.13,68983971.16,0.00,13727.13,800.02,7176.95,266912.45,1150.05,165905.77
10.2834,1649487.09,78608608.73,0.00,13807.22,700.02,6426.57,215471.14,950.03,135201.98
10.5334,1245986.71,61335869.45,0.00,11264.80,916.70,5851.30,214607.03,1250.06,133080.18
10.7835,1292229.41,53420331.29,0.00,11505.01,800.02,7251.99,231594.87,1100.05,135353.55
11.0335,1511372.45,55599963.98,0.00,13586.99,733.35,7352.05,245904.10,1050.04,145462.24
11.2835,1606303.04,71852493.28,0.00,13006.40,783.36,7477.12,268341.43,1350.07,170667.04
11.5335,1680790.77,67520842.69,0.00,13787.19,666.68,6676.69,237245.41,1350.07,130857.70
11.7835,1520643.45,55608789.33,200.00,11725.20,700.02,7226.98,237296.31,1050.04,140912.37
12.0335,1554435.53,56391113.54,0.00,12706.11,833.36,7076.90,230322.56,800.02,149255.03
12.2835,1386002.20,55128633.57,0.00,11945.40,716.69,6626.66,245445.56,1550.09,132726.57
12.5335,1462770.96,55900936.75,0.00,11565.06,550.01,6376.54,219538.35,1000.04,135808.28
12.7835,1573029.38,52871337.84,0.00,12926.32,666.68,6126.42,235819.82,950.03,143996.00
13.0335,1563127.64,52029229.02,0.00,12085.53,900.03,6901.81,215725.32,600.01,133383.26
13.2835,1304317.14,56664243.76,0.00,11665.15,750.02,7001.86,217148.71,950.03,138941.24
13.5335,1559922.10,57929115.11,0.00,13086.48,733.35,6726.72,224776.73,850.03,135959.85
13.7835,1330566.26,61504006.53,0.00,11424.94,833.36,6301.50,224268.07,1400.08,132372.99
14.0336,1381077.25,71018526.56,0.00,13026.42,933.37,6701.70,239944.26,1150.05,150721.88
14.2836,1616861.45,56056604.46,0.00,11344.87,650.02,6476.59,242847.44,1300.07,152998.33
14.5336,1641719.49,64142728.02,0.00,12585.99,800.02,6326.52,250286.57,1200.06,150317.21
14.7836,1527512.47,84143068.57,0.00,13126.52,750.02,6826.77,221318.16,1250.06,128231.63
