D:\Data_Here\Mark Stanley\20240503_MS_DNLR.b\GJ1#1.d
Intensity Vs Time,CPS
Acquired      : 2024-03-05 15:58:42 using Batch 20240503_MS_DNLR.b
Time [Sec],Si29,Zr91,La139,Pb206,Pb207,Pb208,Th232,U235,U238
0.2829,46489.56,0.00,0.00,20.00,33.33,25.00,0.00,0.00,0.00
0.5329,52091.50,0.00,0.00,60.00,16.67,25.00,0.00,0.00,0.00
0.7829,43898.34,0.00,0.00,40.00,16.67,50.00,0.00,0.00,0.00
1.0329,46656.75,0.00,0.00,60.00,33.33,75.00,0.00,0.00,50.00
1.2830,46823.94,0.00,0.00,60.00,50.00,50.00,0.00,0.00,0.00
1.5330,45068.51,0.00,0.00,0.00,16.67,50.00,0.00,0.00,0.00
1.7830,48914.02,0.00,0.00,20.00,83.33,75.00,0.00,0.00,0.00
2.0330,48997.63,0.00,0.00,40.00,16.67,100.00,0.00,0.00,50.00
2.2830,47241.94,0.00,0.00,20.00,100.00,100.00,0.00,0.00,0.00
2.5330,49750.14,0.00,0.00,40.00,0.00,100.00,0.00,0.00,0.00
2.7830,43564.02,0.00,0.00,40.00,50.00,100.00,0.00,0.00,0.00
3.0330,48663.20,0.00,200.00,20.00,50.00,50.00,0.00,0.00,0.00
3.2830,49499.29,0.00,0.00,40.00,33.33,50.00,0.00,0.00,0.00
3.5330,50753.53,0.00,0.00,0.00,50.00,125.00,0.00,0.00,0.00
3.7830,45904.40,0.00,0.00,60.00,16.67,100.00,0.00,0.00,0.00
4.0331,48746.81,0.00,0.00,0.00,50.00,25.00,0.00,50.00,0.00
4.2831,50000.98,0.00,0.00,40.00,33.33,100.00,0.00,0.00,0.00
4.5331,44901.33,0.00,0.00,20.00,50.00,100.00,0.00,0.00,0.00
4.7831,46573.16,0.00,0.00,40.00,16.67,125.00,0.00,0.00,0.00
5.0331,48328.77,0.00,0.00,0.00,16.67,175.00,0.00,0.00,0.00
5.2831,48914.02,0.00,0.00,40.00,16.67,225.00,0.00,0.00,0.00
5.5331,46322.37,0.00,0.00,60.00,16.67,50.00,0.00,0.00,0.00
5.7831,45904.40,0.00,0.00,60.00,16.67,125.00,0.00,0.00,0.00
6.0331,46489.56,0.00,0.00,60.00,116.67,25.00,0.00,0.00,0.00
6.2831,48412.37,0.00,0.00,80.00,16.67,100.00,0.00,0.00,400.01
6.5331,86753.49,836429.08,0.00,2180.18,566.68,1025.04,1800.12,550.01,91874.69
6.7832,942142.58,21448882.81,0.00,14928.43,1166.72,825.03,3750.54,1300.07,185823.47
7.0332,1155310.55,42037969.50,200.00,16930.85,1350.07,500.01,4350.73,2400.22,206584.42
7.2832,1460844.18,49635795.21,200.00,22038.37,1750.12,325.00,4350.73,1650.10,225750.34
7.5332,1569374.55,62139431.43,200.00,22038.37,1350.07,350.00,4600.81,2500.24,218070.43
7.7832,1587933.84,49382137.69,0.00,20896.52,1333.40,375.01,5551.19,1100.05,246422.02
8.0332,1817384.72,65494714.08,0.00,22499.15,1466.75,400.01,4950.94,1900.14,256974.12
8.2832,1500788.13,84959726.22,0.00,23601.07,1400.07,1325.07,4000.62,1850.13,230482.59
8.5332,1335378.89,48329985.64,0.00,22519.18,1300.06,250.00,4700.85,1450.08,244078.27
8.7832,1634980.08,60185158.22,0.00,23300.54,1200.05,300.00,6051.41,1800.12,301160.96
9.0332,1851755.69,53084000.20,0.00,24362.45,1483.42,125.00,5901.34,2900.32,248409.45
9.2832,1435372.68,53976157.27,0.00,23701.25,1433.41,175.00,4550.80,2100.17,276775.90
9.5333,1842113.16,61028121.10,0.00,24041.87,1150.05,250.00,5451.14,1800.12,253812.72
9.7833,1419906.60,55046529.39,0.00,22419.02,1150.05,550.01,4700.85,2350.21,252844.02
10.0333,1693733.89,70098754.70,400.01,22258.75,1766.78,200.00,4450.76,2000.15,230177.22
10.2833,1555576.05,54179254.10,0.00,20696.21,1200.05,375.01,5151.02,2050.16,253710.74
