Final238_206,Final238_206_Int2SE,Final207_206,Final207_206_Int2SE,208/206,err 1%
1920.61517706577,26.0000174738946,0.2054,0.0018,0.437049608355091,0.00437049608355091
1755.43406408094,27.0000168267137,0.2228,0.0023,0.479114649681529,0.00479114649681529
1746.20033726813,24.0000189300514,0.2318,0.0045,0.51283185840708,0.0051283185840708
1832.38178752108,27.0000168267137,0.2232,0.0042,0.483378561736771,0.00483378561736771
1797.49881956155,29.0000156662514,0.2435,0.0063,0.534926958831341,0.00534926958831341
1859.05699831366,26.0000174738946,0.2204,0.0026,0.47527417027417,0.0047527417027417
1622.05801011804,18.0000252400608,0.2771,0.0047,0.617624020887728,0.00617624020887728
1743.12242833052,31.000014655526,0.2715,0.0099,0.603813559322034,0.00603813559322034
1830.32984822934,30.0000151440433,0.2156,0.0037,0.468893871449925,0.00468893871449925
1640.52546374368,29.0000156662514,0.2731,0.0052,0.604140625,0.00604140625
1962.67993254637,33.0000137673127,0.2242,0.0041,0.490780201342282,0.00490780201342282
2123.75716694772,30.0000151440433,0.1762,0.0018,0.369573170731707,0.00369573170731707
2150.4323777403,30.0000151440433,0.1635,0.0021,0.337477797513321,0.00337477797513321
849.502866779089,46.0000098765514,0.561,0.015,1.32167563412759,0.0132167563412759
1948.31635750422,31.000014655526,0.2293,0.0025,0.504305084745763,0.00504305084745763
1795.44688026981,22.0000206509636,0.2494,0.0022,0.557312703583062,0.00557312703583062
1456.87689713322,31.000014655526,0.37,0.0095,0.856722054380665,0.00856722054380665
1693.87588532884,27.0000168267137,0.2928,0.0049,0.669871794871795,0.00669871794871795
1633.3436762226,33.0000137673127,0.2914,0.0056,0.662553648068669,0.00662553648068669
1216.8,36.000012620037,0.4212,0.0097,0.984493192133131,0.00984493192133131
1714.39527824621,17.000026724768,0.2173,0.003,0.476593603220756,0.00476593603220756
1945.23844856661,27.0000168267137,0.1673,0.0029,0.351172413793103,0.00351172413793103
2079.64047217538,28.00001622576,0.1175,0.0031,0.219027777777778,0.00219027777777778
2049.88735244519,31.000014655526,0.1278,0.0015,0.252830380777846,0.00252830380777846
1587.17504215852,16.0000283950631,0.2726,0.0026,0.60304992199688,0.0060304992199688
1971.91365935919,26.0000174738946,0.1615,0.0042,0.335449678800857,0.00335449678800857
2095.03001686341,26.0000174738946,0.1416,0.0012,0.281379808560592,0.00281379808560592
2137.09477234401,26.0000174738946,0.1357,0.0011,0.263474320241692,0.00263474320241692
1990.38111298482,25.0000181728499,0.19174,0.00098,0.409546722454672,0.00409546722454672
