name,U238/Pb206,s[U238/Pb206],Pb207/Pb206,s[Pb207/Pb206],rho
DLNR_066,10.988793190549417,0.11266752956626436,0.056700131442700315,0.0013653667563693582,0.1007784522827661
DLNR_067,11.037943727275541,0.10806717346372083,0.05778689124494446,0.0008831724980081847,0.3369017578675707
DLNR_068,4.949108116622895,0.05993510128047317,0.0801493385385551,0.0019725965854887765,0.32498180352178657
DLNR_069,3.033197980629537,0.03491716676144987,0.10854116604168133,0.0008906423443741915,0.3153081037687344
DLNR_070,9.877152121120435,0.18909572214150622,0.056434156367062394,0.00429322862116209,0.10745010638207375
DLNR_071,6.3754874979949,0.06578742621423068,0.07631912284189135,0.0015367204187452439,0.16919244046642828
DLNR_072,5.004514961265214,0.06464771321676112,0.08017430638236989,0.0014497904092847813,0.3267510503876578
DLNR_073,8.985916237209342,0.13608831881114342,0.06293639980568586,0.0029582899731324668,0.4022470837286801
DLNR_074,1.9398753543687413,0.019425097583454322,0.17758427289120593,0.0010539838762279514,0.38917604004434675
DLNR_075,7.406181636306656,0.0785375428474708,0.06915235622338928,0.0009716296544944883,0.07663965591606706
DLNR_076,5.697314234057858,0.05834843979823033,0.07320968555052093,0.0007547116994432348,0.5534373243616604
DLNR_077,5.0369311211131205,0.05220015793606592,0.07659108279286347,0.00107551979394657,0.2978010588662105
DLNR_078,11.424260396839964,0.1241563674362293,0.057893427617188686,0.0008910428674786641,0.24259704259723092
DLNR_079,3.092646233187117,0.031976158706616735,0.10727678299591345,0.0008326597580121313,0.38700922779246344
DLNR_080,5.16822670738602,0.08506308660713684,0.07711112769339427,0.0028259964070676616,0.29657570096125213
DLNR_081,3.8199748953130617,0.033321235582486376,0.09419367325262588,0.0008861637291248687,0.446199367478744
DLNR_082,8.683979267239046,0.09987267391522622,0.06323446586531642,0.001236320758259263,0.2973712516340531
DLNR_083,4.828514632782719,0.06172613655500944,0.07800914588809728,0.0010472006487313918,0.46179279803890133
DLNR_084,5.194933019132517,0.05520513608207059,0.07709558392139819,0.0008772061024030212,0.29925997467562054
DLNR_085,5.011848355945953,0.0654204115244687,0.07832509746842126,0.0012587678886293615,0.5509822584525558
DLNR_086,4.691351934961201,0.04896270371252292,0.07981628782442471,0.0008271835872043203,0.2606270015009689
DLNR_087,5.726707595697926,0.06662071578192186,0.0750791257850252,0.0013923599482760865,0.1159793370291495
DLNR_088,8.212524047903816,0.0733032258624541,0.06574215379940718,0.0010457773220333602,0.3181134982214469
DLNR_089,4.97016493685139,0.0449802826104042,0.07889258651588713,0.0013550165134349058,0.18600184646242077
DLNR_090,2.467419589796038,0.024243672714396484,0.17229642380448296,0.0008652704256731025,0.2574975045167839
DLNR_091,5.617115918063488,0.0593101166481124,0.07209046494710311,0.0009729910976544302,0.29683976859957345
DLNR_092,4.949248748149101,0.06874833696094881,0.08228502980917557,0.0017768651947332188,0.3054351382590945
DLNR_093,10.089139971162385,0.10196291294122721,0.06372077441981974,0.0014483806447523149,0.06752071857653859
DLNR_094,1.9049268052344743,0.02368137423154908,0.185732236411555,0.001915989644859752,0.33593064387578186
DLNR_095,4.954137886475265,0.07450129701467796,0.07794242446862448,0.0024199353207745205,0.20508045065354558
DLNR_096,5.019341268121051,0.06150233890525668,0.08068216512662926,0.002576613073752888,0.20708893860016006
DLNR_097,5.137921239936759,0.04811538439969044,0.07767885998626109,0.000735094627119954,0.37250048973648964
DLNR_098,4.964607438326745,0.06657575333562402,0.07843352275709545,0.0015479497826618783,0.2451702826184205
DLNR_099,9.29795697988488,0.14231812728116291,0.060925378103083946,0.0016742738575579996,0.22371717990628465
DLNR_100,8.99231635014213,0.15354986704980605,0.06500876342379844,0.0021389493630906,0.40606500749729857
