Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL	(name,MSWD,type,n,df)	comment
69	TM Erickson, CL Kirkland, NE Timms…	Precise radiometric age establishes Yarrabubba, Western Australia, as Earth's oldest recognised meteorite impact structure	2020	Nature …	nature.com	https://www.nature.com/articles/s41467-019-13985-7	https://scholar.google.com/scholar?cites=2260585428860680664&as_sdt=2005&sciodt=0,5&hl=en	41	2024-10-15 11:01:35	69	17.25	17	4	4	The ~70 km-diameter Yarrabubba impact structure in Western Australia is regarded as among Earth’s oldest, but has hitherto lacked precise age constraints. Here we present U–Pb …	https://www.nature.com/articles/s41467-019-13985-7	https://scholar.google.com/scholar?q=related:2Dmqb3g2Xx8J:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(14YB07 + 14YB03 Mnz,1.4,U-Pb average,26,25),(14YB03 Zrn,1.2,discordia,13,11)	
290	J Baker, M Bizzarro, N Wittig, J Connelly, H Haack	Early planetesimal melting from an age of 4.5662 Gyr for differentiated meteorites	2005	Nature	nature.com	https://www.nature.com/articles/nature03882	https://scholar.google.com/scholar?cites=2408900569898177784&as_sdt=2005&sciodt=0,5&hl=en	42	2024-10-15 11:01:35	290	15.26	58	5	19	… sample preparation), the Efremovka CAI for which the most precise Pb isotope data are available (E60) defines an age of 4.5695 ± 0.0004 Gyr (mean square weighted deviation, MSWD …	https://www.nature.com/articles/nature03882	https://scholar.google.com/scholar?q=related:-FQEME4ibiEJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(SAH99555 & NWA1296,1.5,Pb-Pb isochron,7,5)	Pb-Pb. Mentions another sample (E60) but does not report the number of degrees of freedom for its MSWD.
204	C Guilmette, MA Smit, DJJ van Hinsbergen…	Forced subduction initiation recorded in the sole and crust of the Semail Ophiolite of Oman	2018	… Geoscience	nature.com	https://www.nature.com/articles/s41561-018-0209-2	https://scholar.google.com/scholar?cites=2512676251193456769&as_sdt=2005&sciodt=0,5&hl=en	43	2024-10-15 11:01:35	204	34	51	4	6	Subduction zones are unique to Earth and fundamental in its evolution, yet we still know little about the causes and mechanisms of their initiation. Numerical models show that far-field …	https://www.nature.com/articles/s41561-018-0209-2	https://scholar.google.com/scholar?q=related:gTjy27zR3iIJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	( SU-03A,0.62,Lu-Hf isochron,6,4),(WT-150,0.79,Lu-Hf isochron,5,3),(WT-151,0.32,Lu-Hf isochron,5,3),(WT-151,0.63,Zircon U-Pb average,5,4)	U-Pb, Lu-Hf
283	SL Baldwin, BD Monteleone, LE Webb, PG Fitzgerald…	Pliocene eclogite exhumation at plate tectonic rates in eastern Papua New Guinea	2004	Nature	nature.com	https://www.nature.com/articles/nature02846	https://scholar.google.com/scholar?cites=1079453740832065832&as_sdt=2005&sciodt=0,5&hl=en	44	2024-10-15 11:01:35	283	14.15	57	5	20	… The zircons analysed gave a 238 U/ 206 Pb age of 4.33 ± 0.36 Myr (2σ; MSWD = 3.3) … Hence we are confident in interpreting the 238 U/ 206 Pb age of 4.33 ± 0.36 Myr (2σ; MSWD …	https://www.nature.com/articles/nature02846	https://scholar.google.com/scholar?q=related:KAnDRXX9-g4J:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(870921,3.3,discordia,24,22)	U-Pb
73	TR Ireland, P Holden, MD Norman, J Clarke	Isotopic enhancements of 17O and 18O from solar wind particles in the lunar regolith	2006	Nature	nature.com	https://www.nature.com/articles/nature04611	https://scholar.google.com/scholar?cites=5026836231939647058&as_sdt=2005&sciodt=0,5&hl=en	45	2024-10-15 11:01:35	73	4.06	18	4	18	… of +25.6 ± 3.2‰ (2σ m ; MSWD = 1.1), the error in the mean being 16σ removed from the TFL (here σ m is the standard error of the mean, MSWD is mean squared weighted deviates). In …	https://www.nature.com/articles/nature04611	https://scholar.google.com/scholar?q=related:UmbTbOvowkUJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(aFL,1.1,O-isotope regression,9,7)	O-isotopes. The paper mentions another MSWD of 2.3 but does not specify its number of degrees of freedom
39	D Field, A Råheim	A geologically meaningless Rb–Sr total rock isochron	1979	Nature	nature.com	https://www.nature.com/articles/282497a0	https://scholar.google.com/scholar?cites=9254568831421247627&as_sdt=2005&sciodt=0,5&hl=en	46	2024-10-15 11:01:35	39	0.87	20	2	45	"… mean square of the weighted deviates (MSWD)"" of 1.10; the mineral (plagioclase, K-feldspar, biotite)+ host rock data for sample 44 ielā 1,036-20 Myr (MSWD=269). When the mineral …"	https://www.nature.com/articles/282497a0.pdf	https://scholar.google.com/scholar?q=related:i_BDwlHVboAJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(locality 4 caption,1.19,Rb-Sr isochron,5,3),(locality 4 text,1.10,Rb-Sr isochron,5,3),(regional + locality 4,2.07,Rb-Sr isochron,13,11),(regionally collected samples,1.58,Rb-Sr isochron,8,6),(sample 4.4,2.69,Rb-Sr isochron,4,2)	Rb-Sr. Two isochron ages with different MSWDs are given for locality 4. Both have been entered in the database.
483	A Bouvier, M Wadhwa	The age of the Solar System redefined by the oldest Pb–Pb age of a meteoritic inclusion	2010	Nature geoscience	nature.com	https://www.nature.com/articles/ngeo941	https://scholar.google.com/scholar?cites=17544037439718401620&as_sdt=2005&sciodt=0,5&hl=en	47	2024-10-15 11:01:35	483	34.5	242	2	14	… mineral separates), with highly radiogenic 206 Pb/ 204 Pb ratios >950, we obtain an internal Pb–Pb isochron age of 4,568.67±0.17 Myr (2σ, mean square weighted deviation (MSWD)=…	https://www.nature.com/articles/ngeo941	https://scholar.google.com/scholar?q=related:VKaRYBnxePMJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(type-B CAI 2364-B1 R7,1.4,Pb-Pb isochron,3,1),(type-B CAI 2364-B1,1.2,Al-Mg isochron,9,7),(Allende CAIs,11,U/U vs Th/U regression,11,9)	Pb-Pb, Al-Mg and a U/U vs Th/U diagram in the supplementary information, which is included to prove how far I am willing to go to avoid being accused of cherry picking low MSWD values.
62	B Baresel, H Bucher, B Bagherpour, M Brosse…	Timing of global regression and microbial bloom linked with the Permian-Triassic boundary mass extinction: implications for driving mechanisms	2017	Scientific Reports	nature.com	https://www.nature.com/articles/srep43630	https://scholar.google.com/scholar?cites=17558384750672636708&as_sdt=2005&sciodt=0,5&hl=en	48	2024-10-15 11:01:35	62	8.86	12	5	7	… MSWD = mean square of weighted deviates. … hiatus, but yields a date of 252.406 ± 0.095 Ma (N = 4; MSWD = 0.36). This indicates lower sediment accumulation rates for the Heshan Fm. …	https://www.nature.com/articles/srep43630	https://scholar.google.com/scholar?q=related:JGt6Befpq_MJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(SHA-F 3 youngst grains,0.99,U-Pb average,3,2),(SHA-F all grains,4.4,U-Pb average,4,3),(SHA-I 6 youngest zircons,0.84,U-Pb average,6,5),(SHA-I all grains,2.0,U-Pb average,7,6),(SHA-J,0.23,U-Pb average,10,9),(SHA-I two youngest grains,0.04,U-Pb average,2,1),(SHA-I three youngest,0.06,U-Pb average,3,2),(NAN-8 four youngest,0.53,U-Pb average,4,3),(NAN-3 five youngest,0.53,U-Pb average,5,4),(NAN-3 seven youngest,1.8,U-Pb average,7,6),(WUZ-3 seven youngest,0.05,U-Pb average,7,6),(WUZ-4 six youngest,0.33,U-Pb average,6,5),(WUZ-4 seven youngest,7.7,U-Pb average,7,6),(WUZ-H eight youngest,0.54,U-Pb average,8,7),(WUZ-H eleven youngest,18,U-Pb average,11,10),(WUZ-7,8.4,U-Pb average,9,8),(TIE-3 four youngest,0.36,U-Pb average,4,3),(TIE-3 seven grains,91,U-Pb average,7,6),(TIE-6 three youngest grains,0.63,U-Pb average,3,2),(TIE-6 all grains,80,U-Pb average,8,7),(Bchron model,2.2,generic weighted mean,3,2)	U-Pb. Left out one self-admitted piece of cherry picking for WUZ-7 because it wasn’t clear how many degrees of freedom were used.
132	LA Parry, PC Boggiani, DJ Condon…	Ichnological evidence for meiofaunal bilaterians from the terminal Ediacaran and earliest Cambrian of Brazil	2017	Nature Ecology & …	nature.com	https://www.nature.com/articles/s41559-017-0301-9	https://scholar.google.com/scholar?cites=16882931138850138222&as_sdt=2005&sciodt=0,5&hl=en	49	2024-10-15 11:01:35	132	18.86	33	4	7	… Age uncertainties are expressed as MSWD. … 1) yielded a weighted mean 206 Pb/ 238 U date of 555.18 ± 0.30/0.34/0.70 Ma (mean square weighted deviation (MSWD) = 1.6, n = 8 out of …	https://www.nature.com/articles/s41559-017-0301-9	https://scholar.google.com/scholar?q=related:biiL0ms4TOoJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(Porto Morrinhos,1.6,U-Pb average,8,7),(1.08,0.63,U-Pb average,4,3),(1.04,3.3,U-Pb average,5,4)	U-Pb
61	BE Cohen, DF Mark, WS Cassata, MR Lee…	Taking the pulse of Mars via dating of a plume-fed volcano	2017	Nature …	nature.com	https://www.nature.com/articles/s41467-017-00513-8	https://scholar.google.com/scholar?cites=10092261318247297314&as_sdt=2005&sciodt=0,5&hl=en	50	2024-10-15 11:01:35	61	8.71	12	5	7	… mean square weighted deviates (MSWD or reduced chi-squared … MSWD. All samples analysed in this study (including NWA 5790) have plateau and weighted-mean ages with MSWD of …	https://www.nature.com/articles/s41467-017-00513-8	https://scholar.google.com/scholar?q=related:IrGLpjLqDowJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(Lafayette,1.56,Ar-Ar isochron,75,73),(Yamato,1.1,Ar-Ar isochron,22,20),(90576-01,1.47,plateau,29,28),(90585-02,1.27,plateau,30,29),(90533-02,1.57,plateau,11,10),(90567-01,1.32,plateau,34,33),(90571-03,1.18,plateau,35,34),(90581-01,0.92,plateau,36,35),(Lafayette table 1,1.50,Ar-Ar average,78,77),(Yamato 000593 Table 1,1.58,Ar-Ar average,48,47),(NWA5790 Table 1,1.17,Ar-Ar Average,24,23),(Nakhla Table 1,1.01,Ar-Ar average,118,117),(MIL 03346 Table 1,1.44,Ar-Ar average,51,50),(Yamato 000749 Table1,0.88,Ar-Ar average,101,100)	Ar-Ar
67	JM Hunt	Origin of gasoline range alkanes in the deep sea	1975	Nature	nature.com	https://www.nature.com/articles/254411a0	https://scholar.google.com/scholar?cites=11850759961706594040&as_sdt=2005&sciodt=0,5&hl=en	51	2024-10-15 11:01:35	67	1.37	67	1	49	… the MSWD is strongly dependent on the precise estimation of the analytical uncertainties, and on the total number of points used to define the isochron, so that for our results any MSWD …	https://www.nature.com/articles/254411a0.pdf	https://scholar.google.com/scholar?q=related:-H7xq2VbdqQJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(St Lawrence,3.2,Rb-Sr isochron,4,2),(Terra Nova,0.3,Rb-Sr isochron,4,2),(Ackley City,1.8,Rb-Sr isochron,4,2),(Freshwater Bay,0.9,Rb-Sr isochron,4,3),(Middle Ridge,3.8,Rb-Sr isochron,4,2),(Mt Peyton,12.7,Rb-Sr isochron,4,2),(Cape Freels,0.3,Rb-Sr isochron,4,2),(Middle Brook,3.1,Rb-Sr isochron,6,4),(Swift Current,7.7,Rb-Sr isochron,4,2)	Rb-Sr
25	SV Ruzhentsev, VA Aristov, OR Minina…	Hercynides of the Ikat-Bagdarin zone in Transbaikalia	2007	Doklady Earth …	researchgate.net	https://www.researchgate.net/profile/Boris-Golionko/publication/226834275_Hercynides_of_the_Ikat-Bagdarin_zone_in_Transbaikalia/links/5e7ba5ee458515efa0a67f2a/Hercynides-of-the-Ikat-Bagdarin-zone-in-Transbaikalia.pdf	https://scholar.google.com/scholar?cites=8081559662810597430&as_sdt=2005&sciodt=0,5&hl=en	52	2024-10-15 11:01:35	25	1.47	6	4	17	… age of 971.9 ± 14 Ma (MSWD = 2.1). Zircons from leucocratic granites from the upper reaches of the Polyutovskii Creek yielded 908 ± 7.6 Ma (MSWD = 0.083). These values determine …	https://www.researchgate.net/profile/Boris-Golionko/publication/226834275_Hercynides_of_the_Ikat-Bagdarin_zone_in_Transbaikalia/links/5e7ba5ee458515efa0a67f2a/Hercynides-of-the-Ikat-Bagdarin-zone-in-Transbaikalia.pdf	https://scholar.google.com/scholar?q=related:NojzBLJ3J3AJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	NA	Not a Nature paper
206	JTM Lenaerts, S Lhermitte, R Drews…	Meltwater produced by wind–albedo interaction stored in an East Antarctic ice shelf	2017	Nature climate …	nature.com	https://www.nature.com/articles/nclimate3180	https://scholar.google.com/scholar?cites=7767742087364038283&as_sdt=2005&sciodt=0,5&hl=en	53	2024-10-15 11:01:35	206	29.43	52	4	7	… direction (MSWD) 21,26 exceeds 0.1. The spatial co-occurrence of high MSWD and blue ice … The total overlapping area of intense wind–albedo interaction, that is, high MSWD and blue …	https://www.nature.com/articles/nclimate3180	https://scholar.google.com/scholar?q=related:i04v8EWQzGsJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	NA	MSWD = mean surface slope in the wind direction
581	PM Blisniuk, BR Hacker, J Glodny, L Ratschbacher…	Normal faulting in central Tibet since at least 13.5 Myr ago	2001	Nature	nature.com	https://www.nature.com/articles/35088045	https://scholar.google.com/scholar?cites=17405346673580169369&as_sdt=2005&sciodt=0,5&hl=en	54	2024-10-15 11:01:35	581	25.26	116	5	23	… Myr, n = 8, mean square of weighted deviates (MSWD) is 24). b, Incremental Ar release spectra … A weighted mean of all seven laser step ages is 4.0 ± 0.2 Myr (MSWD = 2.3). All errors …	https://www.nature.com/articles/35088045	https://scholar.google.com/scholar?q=related:mdhFB5U2jPEJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(FZM 1-a,1.8,Rb-Sr isochron,6,4),(FZM 1-a,24,Rb-Sr isochron,8,6),(FZM 1-b,2.3,plateau,7,6)	U-Pb, Ar-Ar
99	B Wan, BF Windley, W Xiao, J Feng, J Zhang	Paleoproterozoic high-pressure metamorphism in the northern North China Craton and implications for the Nuna supercontinent	2015	Nature Communications	nature.com	https://www.nature.com/articles/ncomms9344	https://scholar.google.com/scholar?cites=5160909386278983510&as_sdt=2005&sciodt=0,5&hl=en	55	2024-10-15 11:01:35	99	11	20	5	9	… Because the weighted mean age has a smaller error and a MSWD closer to 1, we interpret the ∼1,904 Ma age as the time of crystallization of the gabbro, and therefore the websterite …	https://www.nature.com/articles/ncomms9344	https://scholar.google.com/scholar?q=related:VlcjP747n0cJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(HS11 cores,0.14,discordia,4,2),(HS11 cores,0.48,U-Pb average,4,3),(HS11 rims,0.81,U-Pb average,17,16),(S07-3,2.0,discordia,25,23),(HS3,2.2,discordia,22,20),(HS9,8.3,discordia,14,12)	U-Pb
47	T Byrne, D Fisher	Episodic growth of the Kodiak convergent margin	1987	Nature	nature.com	https://www.nature.com/articles/325338a0	https://scholar.google.com/scholar?cites=4462235750374767583&as_sdt=2005&sciodt=0,5&hl=en	56	2024-10-15 11:01:35	47	1.27	24	2	37	… After expansion of analytical errors to encompass excess scatter (MSWD = 1), the … identical age of 3,060+ 500 Myr (2or) with MSWD = 0.12. These results include the effect of electron-…	https://www.nature.com/articles/325338a0.pdf	https://scholar.google.com/scholar?q=related:3_si5cUL7T0J:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(Drumbeg gneiss,2.28,Lu-Ce isochron,6,4),(Drumbeg gneiss,0.12,Lu-Ce isochron,4,2)	Lu-Ce
212	M Bizzarro, JA Baker, H Haack, D Ulfbeck, M Rosing	Early history of Earth's crust–mantle system inferred from hafnium isotopes in chondrites	2003	Nature	nature.com	https://www.nature.com/articles/nature01421	https://scholar.google.com/scholar?cites=16331057047234217863&as_sdt=2005&sciodt=0,5&hl=en	57	2024-10-15 11:01:35	212	10.1	42	5	21	… MSWD, mean square of weighted deviations. Errors on the 176 Lu/ 177 Hf ratios are 0.2% (2 sd) and are smaller than the plotting symbols. Error bars on the 176 Hf/ 177 Hf …	https://www.nature.com/articles/nature01421	https://scholar.google.com/scholar?q=related:hwcJ29uRo-IJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(compilation,1.04,Lu-Hf isochron,15,13),(compilation,1.16,epsilon Nd vs age regression,12,10)	Lu-Hf, miscellaneous; d.o.f for eNd/age fit was obtained by counting the points on the scatter plot
157	J Pilot, CD Werner, F Haubrich, N Baumann	Palaeozoic and proterozoic zircons from the Mid-Atlantic ridge	1998	Nature	nature.com	https://www.nature.com/articles/31452	https://scholar.google.com/scholar?cites=13766492864837506128&as_sdt=2005&sciodt=0,5&hl=en	58	2024-10-15 11:01:35	157	6.04	39	4	26	… a is the slope of the regression line and MSWD indicates mean square of weighted deviates. … MSWD = 1.49. The lower line is essentially determined by 22 zircons of sample 137, but the …	https://www.nature.com/articles/31452	https://scholar.google.com/scholar?q=related:UNSWk1JoDL8J:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(Sa.122,1.73,Pb-Pb isochron,11,9),(Sa. 137,1.49,Pb-Pb isochron,46,44)	Pb-Pb, determined d.o.f. by counting points in scatter plot.
0	MD Cantine, AD Rooney, AH Knoll…	Chronology of Ediacaran sedimentary and biogeochemical shifts along eastern Gondwanan margins	2024	… Earth &Environment	nature.com	https://www.nature.com/articles/s43247-024-01630-1		59	2024-10-15 11:01:35	0	0	0	4	1	Determining causal relationships between environmental change and early animal evolution has been limited by our lack of a robust temporal framework for the Ediacaran Period (635-…	https://www.nature.com/articles/s43247-024-01630-1	https://scholar.google.com/scholar?q=related:EZJ6mPJWM7kJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(M2,0.86,Lu-Hf isochron,7,5),(L4,0.99,Lu-Hf isochron,7,5),(L3,1.4,Lu-Hf isochron,6,4),(L2,1.3,Lu-Hf isochron,8,6),(L1,1.0,Lu-Hf isochron,9,7)	Lu-Hf
8	E Krestianinov, Y Amelin, QZ Yin, P Cary…	Igneous meteorites suggest Aluminium-26 heterogeneity in the early Solar Nebula	2023	Nature …	nature.com	https://www.nature.com/articles/s41467-023-40026-1	https://scholar.google.com/scholar?cites=4524098438837267842&as_sdt=2005&sciodt=0,5&hl=en	60	2024-10-15 11:01:35	8	8	2	5	1	… Our result is in agreement within uncertainties with the Pb-Pb age 46 of 4565.87 ± 0.30 Ma (three-point isochron with MSWD = 3.3) but is more precise and accurate. The accuracy of …	https://www.nature.com/articles/s41467-023-40026-1	https://scholar.google.com/scholar?q=related:gm3Ld4_TyD4J:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(Erg Chech 002,1.4,Pb-Pb average,25,24),(Erg Chech 002,1.3,Pb-Pb isochron,25,23),(Erg Chech 002 3-point isochron,3.3,Pb-Pb isochron,3,1),(Erg Chech 002,2.1,U233/U235 average,5,4)	Pb-Pb and U/U
2240	S Gao, RL Rudnick, HL Yuan, XM Liu, YS Liu, WL Xu…	Recycling lower continental crust in the North China craton	2004	Nature	nature.com	https://www.nature.com/articles/nature03162	https://scholar.google.com/scholar?cites=9052657780984490573&as_sdt=2005&sciodt=0,5&hl=en	61	2024-10-15 11:01:35	2240	112	320	7	20	… Ages with MSWD are the weighted mean 207 Pb/ 206 Pb age of zircons older than 1,000 Myr and weighted mean 206 Pb/ 238 U ages for zircons younger than 1,000 Myr. Uncertainties …	https://www.nature.com/articles/nature03162	https://scholar.google.com/scholar?q=related:TarB7EmAoX0J:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(TEMORA1,0.112,U-Pb average,24,23),(Fig 2 panel a first cluster,9.2,U-Pb average,21,20),(Fig 2 panel a second cluster,18,U-Pb average,5,4),(XL31,1.01,U-Pb average,16,15),(XL34,0.32,U-Pb average,16,15),(XL03,0.095,U-Pb average,3,2),(XL18,0.74,U-Pb average,3,2)	U-Pb
217	PJ Patchett, M Tatsumoto	Lu–Hf total-rock isochron for the eucrite meteorites	1980	Nature	nature.com	https://www.nature.com/articles/288571a0	https://scholar.google.com/scholar?cites=16950450355609891244&as_sdt=2005&sciodt=0,5&hl=en	62	2024-10-15 11:01:35	217	4.93	109	2	44	… The MSWD value of 250 suggests a small degree of scatter beyond analytical uncertainties (see Fig. 3), … 2) were obtained by multiplication of the a priori uncertainties with v MSWD (ref. …	https://www.nature.com/articles/288571a0.pdf	https://scholar.google.com/scholar?q=related:rHEFhcoYPOsJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(ALHA 77302,2.5,Lu-Hf isochron,12,10)	Lu-Hf
5	B Huang, M Liu, TM Kusky, TE Johnson…	Changes in orogenic style and surface environment recorded in Paleoproterozoic foreland successions	2023	Nature …	nature.com	https://www.nature.com/articles/s41467-023-43893-w	https://scholar.google.com/scholar?cites=17742191224955068440&as_sdt=2005&sciodt=0,5&hl=en	63	2024-10-15 11:01:35	5	5	1	5	1	The Earth’s interior and surficial systems underwent dramatic changes during the Paleoproterozoic, but the interaction between them remains poorly understood. Rocks deposited in …	https://www.nature.com/articles/s41467-023-43893-w	https://scholar.google.com/scholar?q=related:GOB_vOrsOPYJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(20SS10 YC1s,0.13,U-Pb average,39,38),(20SS10 YC2s,0.38,U-Pb average,52,51),(20SS09 YC1s,0.32,U-Pb average,5,4),(20SS09 YC2s,1.37,U-Pb average,19,18),(20SS01 YC1s,0.6,U-Pb average,4,3),(20SS01 YC2s,0.76,U-Pb average,19,18),(20SS07 YC1s,0.28,U-Pb average,13,12),(20SS07 YC2s,0.7,U-Pb average,10,9),(20SS05 YC1s,0.24,U-Pb average,34,33),(20SS05 YC2s,0.68,U-Pb average,51,50),(20SS06 YC1s,0.21,U-Pb average,35,34),(20SS06 YC2s,0.85,U-Pb average,59,58),(21SS25 YC1s,0.86,U-Pb average,4,3),(21SS25 YC2s,1.36,U-Pb average,7,6),(20DF03 YC1s,0.14,U-Pb average,13,12),(20DF03 YC2s,0.98,U-Pb average,24,23),(20DF03 YC1s,0.18,U-Pb average,10,9),(20DF03 YC2s,0.92,U-Pb average,23,22),(DF10-1,1.14,plateau,6,5),(DF20-1-5,1.65,plateau,9,8),(17DF20-1a,0.45,plateau,7,6),(17DF20-1b,1.7,plateau,4,3)	U-Pb, Ar-Ar
60	M Tillberg, H Drake, T Zack, E Kooijman…	In situ Rb-Sr dating of slickenfibres in deep crystalline basement faults	2020	Scientific reports	nature.com	https://www.nature.com/articles/s41598-019-57262-5	https://scholar.google.com/scholar?cites=17420007795581938476&as_sdt=2005&sciodt=0,5&hl=en	64	2024-10-15 11:01:35	60	15	12	5	4	Establishing temporal constraints of faulting is of importance for tectonic and seismicity reconstructions and predictions. Conventional fault dating techniques commonly use bulk …	https://www.nature.com/articles/s41598-019-57262-5	https://scholar.google.com/scholar?q=related:LGsygMtMwPEJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(DZ4:-549,3.0,Rb-Sr isochron,21,19),(ZFM1203:-112 adularia I,1.02,Rb-Sr isochron,18,16),(ZFM1203:-112 adularia II,0.81,Rb-Sr isochron,9,7),(ZFMA2:-44,1.4,Rb-Sr isochron,32,30),(ZFMA2:-171,1.8,Rb-Sr isochron,16,14),(DZ1:-122,1.9,Rb-Sr isochron,17,15),(Mica-Mg,5.4,Rb-Sr isochron?,31,29),(Mica-Mg,3.7,Rb-Sr isochron?,26,24),(LP01,0.37,Rb-Sr isochron,10,8)	Rb-Sr
92	RA Gastaldo, SL Kamo, J Neveling…	The base of the Lystrosaurus Assemblage Zone, Karoo Basin, predates the end-Permian marine extinction	2020	Nature …	nature.com	https://www.nature.com/articles/s41467-020-15243-7	https://scholar.google.com/scholar?cites=12574776173086409793&as_sdt=2005&sciodt=0,5&hl=en	65	2024-10-15 11:01:35	92	23	23	4	4	The current model for the end-Permian terrestrial ecosystem crisis holds that systematic loss exhibited by an abrupt turnover from the Daptocephalus to the Lystrosaurus Assemblage …	https://www.nature.com/articles/s41467-020-15243-7	https://scholar.google.com/scholar?q=related:QYTcLk6Ugq4J:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(Nooitgedacht 68,0.58,U-Pb average,13,12),(Nooitgedacht 68 with four oldest zircons removed,0.54,U-Pb average,9,7)	U-Pb
112	H Rizo, M Boyet, J Blichert-Toft, J O'Neil, MT Rosing…	The elusive Hadean enriched reservoir revealed by 142Nd deficits in Isua Archaean rocks	2012	Nature	nature.com	https://www.nature.com/articles/nature11565	https://scholar.google.com/scholar?cites=14418536207472511913&as_sdt=2005&sciodt=0,5&hl=en	66	2024-10-15 11:01:35	112	9.33	19	6	12	… The initial ε 143 Nd of +3.0 ± 0.9 (2σ, n = 14) from the 147 Sm– 143 Nd regression (mean squared weighted deviation MSWD = 2.4) indicates that the source of these dykes was …	https://www.nature.com/articles/nature11565	https://scholar.google.com/scholar?q=related:qcuBu0nuGMgJ:scholar.google.com/&scioq=source:%22nature%22%7Csource:%22nature+geoscience%22+mswd&hl=en&as_sdt=0,5&as_vis=1	(Ameralik Dyke,2.4,Sm-Nd isochron,14,12),(Ameralik Dyke,21,Lu-Hf isochron,14,12)	Sm-Nd,Lu-Hf
